,Palabra,Categoría Gramatical,Oxford3000,Oxford5000,A clash of kings,A game of thrones,Name of the wind,A storm of Swords
3826,perfectly,adverb,b1,b1,3,1,21,2
3827,perform,verb,a2,a2,0,4,10,2
3828,performance,noun,b1,b1,1,0,13,0
3829,perhaps,adverb,a2,a2,168,149,63,215
3830,period,noun,a1,a1,0,0,7,0
3831,permanent,adjective,b2,b2,0,0,2,0
3832,permanently,adverb,-1,b2,0,1,0,0
3833,permission,noun,a2,a2,0,5,8,0
3834,permit,noun,b2,b2,14,7,1,5
3835,permit,verb,b2,b2,0,0,0,0
3836,persist,verb,-1,c1,0,1,0,1
3837,persistent,adjective,-1,c1,0,0,1,1
3838,person,noun,a1,a1,6,7,50,11
3839,personal,adjective,a1,a1,2,5,6,1
3840,personality,noun,a2,a2,0,0,3,0
3841,personally,adverb,b1,b1,0,1,1,0
3842,personnel,noun,-1,c1,0,0,0,0
3843,perspective,noun,b2,b2,0,0,4,0
3844,persuade,verb,b1,b1,1,2,4,2
3845,pet,noun,a2,a2,8,4,1,7
3846,petition,noun,-1,c1,1,0,1,0
3847,petrol,noun,a2,a2,0,0,0,0
3848,phase,noun,b2,b2,0,0,0,0
3849,phenomenon,noun,b2,b2,0,0,0,0
3850,philosopher,noun,-1,c1,0,0,0,0
3851,philosophical,adjective,-1,c1,0,0,0,0
3852,philosophy,noun,b2,b2,0,0,1,0
3853,phone,noun,a1,a1,0,0,0,0
3854,phone,verb,a1,a1,0,0,0,0
3855,photo,noun,a1,a1,0,0,0,0
3856,photograph,noun,a1,a1,0,0,0,0
3857,photograph,verb,a2,a2,0,0,0,0
3858,photographer,noun,b1,b1,0,0,0,0
3859,photography,noun,b1,b1,0,0,0,0
3860,phrase,noun,a1,a1,3,2,1,0
3861,physical,adjective,a2,a2,0,0,0,0
3862,physician,noun,-1,c1,0,0,0,0
3863,physics,noun,a2,a2,0,0,0,0
3864,piano,noun,a1,a1,0,0,0,0
3865,pick,noun,b2,b2,12,14,45,14
3866,pick,verb,a2,a2,0,0,0,0
3867,picture,noun,a1,a1,5,2,7,4
3868,picture,verb,b2,b2,0,0,0,0
3869,piece,noun,a1,a1,13,14,152,18
3870,pig,noun,a1,a1,14,20,20,18
3871,pile,noun,b2,b2,8,6,6,13
3872,pile,verb,b2,b2,0,0,0,0
3873,pill,noun,-1,b2,0,0,1,0
3874,pilot,noun,a2,a2,0,0,0,0
3875,pin,noun,b1,b1,0,5,10,2
3876,pin,verb,b1,b1,0,0,0,0
3877,pink,adjective,a1,a1,30,12,7,65
3878,pink,noun,a1,a1,0,0,0,0
3879,pioneer,noun,-1,c1,0,0,0,0
3880,pioneer,verb,-1,c1,0,0,0,0
3881,pipe,noun,b1,b1,0,0,1,1
3882,pipeline,noun,-1,c1,0,0,0,0
3883,pirate,noun,-1,c1,6,0,0,13
3884,pit,noun,-1,c1,6,10,22,16
3885,pitch,noun,b2,b2,19,4,12,22
3886,pity,noun,-1,b2,26,22,10,21
3887,place,noun,a1,a1,175,170,156,226
3888,place,verb,b1,b1,0,0,0,0
3889,placement,noun,-1,b2,0,1,0,0
3890,plain,adjective,b2,b2,27,22,14,40
3891,plan,noun,a1,a1,20,10,22,22
3892,plan,verb,a1,a1,0,0,0,0
3893,plane,noun,a1,a1,0,0,0,0
3894,planet,noun,a2,a2,0,0,0,0
3895,planning,noun,b1,b1,0,4,8,2
3896,plant,noun,a1,a1,3,0,4,8
3897,plant,verb,a2,a2,0,0,0,0
3898,plastic,adjective,a2,a2,0,0,0,0
3899,plastic,noun,a2,a2,0,0,0,0
3900,plate,noun,a2,a2,26,42,12,23
3901,platform,noun,a2,a2,1,7,0,3
3902,play,noun,a1,a1,38,30,104,49
3903,play,verb,a1,a1,0,0,0,0
3904,player,noun,a1,a1,3,0,1,1
3905,plea,noun,-1,c1,2,3,2,6
3906,plead,verb,-1,c1,3,4,0,3
3907,pleasant,adjective,b1,b1,11,10,17,17
3908,please,exclamation,a1,a1,70,103,25,121
3909,please,verb,a2,a2,0,0,0,0
3910,pleased,adjective,a2,a2,44,36,16,51
3911,pleasure,noun,b1,b1,29,25,9,35
3912,pledge,noun,-1,c1,10,10,0,9
3913,pledge,verb,-1,c1,0,0,0,0
3914,plenty,pronoun,b1,b1,3,4,12,7
3915,plot,noun,b1,b1,4,1,0,5
3916,plot,verb,b2,b2,0,0,0,0
3917,plug,noun,-1,c1,0,1,0,1
3918,plug,verb,-1,c1,0,0,0,0
3919,plunge,verb,-1,c1,1,3,0,4
3920,plus,adjective,b2,b2,3,1,8,1
3921,plus,conjunction,b2,b2,0,0,0,0
3922,plus,noun,b2,b2,0,0,0,0
3923,plus,preposition,b1,b1,0,0,0,0
3924,pocket,noun,a2,a2,2,6,33,3
3925,poem,noun,b1,b1,0,0,3,0
3926,poet,noun,b1,b1,0,0,2,0
3927,poetry,noun,b1,b1,0,1,6,0
3928,point,noun,a1,a1,58,36,68,71
3929,point,verb,b1,b1,0,0,0,0
3930,pointed,adjective,b2,b2,54,53,78,76
3931,poison,noun,b1,b1,18,18,11,25
3932,poison,verb,b1,b1,0,0,0,0
3933,poisonous,adjective,b1,b1,0,1,1,3
3934,pole,noun,-1,c1,5,3,13,4
3935,police,noun,a1,a1,0,0,0,0
3936,policeman,noun,a1,a1,0,0,0,0
3937,policy,noun,b1,b1,1,0,0,0
3938,polite,adjective,a2,a2,9,9,14,5
3939,political,adjective,b1,b1,0,0,0,0
3940,politician,noun,b1,b1,0,0,0,0
3941,politics,noun,b1,b1,0,1,0,0
3942,poll,noun,-1,c1,0,0,0,0
3943,pollution,noun,a2,a2,0,0,0,0
3944,pond,noun,-1,c1,2,0,1,2
3945,pool,noun,a1,a1,13,17,16,22
3946,poor,adjective,a1,a1,55,32,23,74
3947,pop,adjective,a2,a2,0,0,0,2
3948,pop,noun,a2,a2,0,0,0,0
3949,pop,verb,-1,c1,0,0,0,0
3950,popular,adjective,a1,a1,0,0,2,0
3951,popularity,noun,b2,b2,0,0,0,0
3952,population,noun,a2,a2,0,0,2,0
3953,port,noun,b1,b1,19,7,1,10
3954,portfolio,noun,-1,c1,0,0,0,0
3955,portion,noun,-1,b2,4,2,8,0
3956,portrait,noun,b1,b1,0,0,1,0
3957,portray,verb,-1,c1,0,0,0,0
3958,pose,verb,b2,b2,3,1,3,1
3959,position,noun,a2,a2,5,10,9,3
3960,position,verb,b2,b2,0,0,0,0
3961,positive,adjective,a1,a1,0,0,0,0
3962,positive,noun,b2,b2,0,0,0,0
3963,possess,verb,b2,b2,0,0,3,0
3964,possession,noun,a2,a2,0,0,2,1
3965,possibility,noun,a2,a2,1,0,7,0
3966,possible,adjective,a1,a1,11,7,23,13
3967,possibly,adverb,b1,b1,2,4,7,10
3968,post,noun,a1,a1,6,3,6,6
3969,post,verb,a1,a1,0,0,0,0
3970,post-war,adjective,-1,c1,0,0,0,0
3971,poster,noun,a2,a2,0,0,0,0
3972,postpone,verb,-1,c1,0,1,0,0
3973,pot,noun,b1,b1,18,11,14,8
3974,potato,noun,a1,a1,0,0,2,0
3975,potential,adjective,b2,b2,0,0,2,0
3976,potential,noun,b2,b2,0,0,0,0
3977,potentially,adverb,-1,b2,0,0,0,0
3978,pound,noun,a1,a1,1,0,4,4
3979,pour,verb,b1,b1,6,4,3,7
3980,poverty,noun,b1,b1,0,0,5,0
3981,powder,noun,b1,b1,1,3,1,3
3982,power,noun,a2,a2,70,27,48,45
3983,power,verb,b2,b2,0,0,0,0
3984,powerful,adjective,b1,b1,14,5,24,9
3985,practical,adjective,b1,b1,0,0,6,1
3986,practice,noun,a1,a1,10,15,17,11
3987,practise,verb,a1,a1,0,0,0,0
3988,practitioner,noun,-1,c1,0,0,0,0
3989,praise,noun,b2,b2,3,4,3,7
3990,praise,verb,b2,b2,0,0,0,0
3991,pray,verb,b1,b1,53,30,2,56
3992,prayer,noun,b1,b1,18,7,1,23
3993,preach,verb,-1,c1,1,1,0,1
3994,precede,verb,-1,b2,0,0,1,0
3995,precedent,noun,-1,c1,0,0,1,3
3996,precious,adjective,-1,b2,15,8,9,18
3997,precise,adjective,-1,b2,3,1,4,0
3998,precisely,adverb,-1,b2,1,1,1,3
3999,precision,noun,-1,c1,0,0,0,1
4000,predator,noun,-1,c1,0,0,0,0
4001,predecessor,noun,-1,c1,1,0,0,1
4002,predict,verb,a2,a2,0,0,0,0
4003,predictable,adjective,-1,b2,0,1,1,1
4004,prediction,noun,b1,b1,0,0,0,0
4005,predominantly,adverb,-1,c1,0,0,0,0
4006,prefer,verb,a1,a1,9,13,4,16
4007,preference,noun,-1,b2,0,0,0,1
4008,pregnancy,noun,-1,c1,1,1,0,0
4009,pregnant,adjective,b2,b2,3,2,1,5
4010,prejudice,noun,-1,c1,0,0,0,0
4011,preliminary,adjective,-1,c1,0,0,0,0
4012,premier,adjective,-1,c1,0,0,0,0
4013,premise,noun,-1,c1,0,0,0,0
4014,premium,noun,-1,c1,0,0,0,0
4015,preparation,noun,b2,b2,0,0,2,0
4016,prepare,verb,a1,a1,3,6,6,1
4017,prepared,adjective,b1,b1,5,8,5,10
4018,prescribe,verb,-1,c1,0,0,0,0
4019,prescription,noun,-1,c1,0,0,0,0
4020,presence,noun,b2,b2,8,10,11,20
4021,present,adjective,a1,a1,11,11,14,25
4022,present,noun,a1,a1,0,0,0,0
4023,present,verb,a2,a2,0,0,0,0
4024,presentation,noun,b1,b1,0,0,0,0
4025,presently,adverb,-1,c1,0,0,0,3
4026,preservation,noun,-1,c1,0,0,0,0
4027,preserve,verb,b2,b2,5,2,1,2
4028,preside,verb,-1,c1,0,0,0,0
4029,presidency,noun,-1,c1,0,0,0,0
4030,president,noun,a2,a2,0,0,0,0
4031,presidential,adjective,-1,c1,0,0,0,0
4032,press,noun,b1,b1,20,9,9,5
4033,press,verb,b1,b1,0,0,0,0
4034,pressure,noun,b1,b1,0,1,5,2
4035,prestigious,adjective,-1,c1,0,0,0,0
4036,presumably,adverb,-1,c1,0,0,3,2
4037,presume,verb,-1,c1,3,8,3,4
4038,pretend,verb,b1,b1,4,10,7,5
4039,pretty,adjective,a1,a1,43,24,37,48
4040,pretty,adverb,a1,a1,0,0,0,0
4041,prevail,verb,-1,c1,3,2,0,0
4042,prevalence,noun,-1,c1,0,0,0,0
4043,prevent,verb,a2,a2,0,1,2,1
4044,prevention,noun,-1,c1,0,0,0,0
4045,previous,adjective,b1,b1,1,3,13,0
4046,previously,adverb,b1,b1,1,0,0,2
4047,prey,noun,-1,c1,4,4,1,14
4048,price,noun,a1,a1,20,29,26,34
4049,price,verb,b2,b2,0,0,0,0
4050,pride,noun,-1,b2,21,26,13,22
4051,priest,noun,b1,b1,27,5,20,33
4052,primarily,adverb,-1,b2,0,0,0,0
4053,primary,adjective,b1,b1,0,0,0,0
4054,prime,adjective,b2,b2,0,1,3,0
4055,prince,noun,b1,b1,138,131,12,236
4056,princess,noun,b1,b1,35,68,2,40
4057,principal,adjective,-1,b2,4,2,0,2
4058,principal,noun,-1,c1,0,0,0,0
4059,principle,noun,b2,b2,0,0,2,0
4060,print,noun,b2,b2,2,0,3,2
4061,print,verb,a2,a2,0,0,0,0
4062,printer,noun,a2,a2,0,0,0,0
4063,printing,noun,b1,b1,0,0,0,0
4064,prior,adjective,-1,b2,0,0,1,0
4065,priority,noun,b2,b2,0,0,1,0
4066,prison,noun,a2,a2,1,0,1,0
4067,prisoner,noun,b1,b1,13,14,0,11
4068,privacy,noun,b2,b2,1,2,4,2
4069,private,adjective,b1,b1,6,6,8,4
4070,privatization,noun,-1,c1,0,0,0,0
4071,privilege,noun,-1,c1,0,0,2,1
4072,prize,noun,a2,a2,3,2,0,9
4073,probability,noun,-1,b2,0,0,2,0
4074,probable,adjective,-1,b2,0,0,0,0
4075,probably,adverb,a1,a1,13,4,90,15
4076,probe,noun,-1,c1,3,0,0,3
4077,probe,verb,-1,c1,0,0,0,0
4078,problem,noun,a1,a1,2,0,20,2
4079,problematic,adjective,-1,c1,0,0,0,0
4080,procedure,noun,b2,b2,0,0,3,0
4081,proceed,verb,-1,b2,2,1,1,0
4082,proceeding,noun,-1,c1,0,0,0,0
4083,proceeds,noun,-1,c1,0,0,0,0
4084,process,noun,a2,a2,4,2,12,1
4085,process,verb,b2,b2,0,0,0,0
4086,processing,noun,-1,c1,0,0,0,0
4087,processor,noun,-1,c1,0,0,0,0
4088,proclaim,verb,-1,c1,4,5,0,6
4089,produce,noun,b2,b2,1,1,0,2
4090,produce,verb,a2,a2,0,0,0,0
4091,producer,noun,b1,b1,0,0,0,0
4092,product,noun,a1,a1,1,0,1,0
4093,production,noun,b1,b1,1,0,0,0
4094,productive,adjective,-1,c1,0,0,3,0
4095,productivity,noun,-1,c1,0,0,0,0
4096,profession,noun,b1,b1,0,0,0,0
4097,professional,adjective,a2,a2,0,0,1,0
4098,professional,noun,b2,b2,0,0,0,0
4099,professor,noun,a2,a2,0,0,0,0
4100,profile,noun,a2,a2,0,0,4,0
4101,profit,noun,b1,b1,2,3,6,0
4102,profitable,adjective,-1,c1,2,0,2,0
4103,profound,adjective,-1,c1,0,0,4,1
4104,program,noun,a2,a2,0,0,0,0
4105,program,verb,b1,b1,0,0,0,0
4106,programme,noun,a1,a1,0,0,0,0
4107,programming,noun,-1,b2,0,0,0,0
4108,progress,noun,a2,a2,4,0,7,2
4109,progress,verb,b2,b2,0,0,0,0
4110,progressive,adjective,-1,b2,0,0,0,0
4111,prohibit,verb,-1,b2,0,0,0,0
4112,project,noun,a1,a1,0,0,9,0
4113,project,verb,b2,b2,0,0,0,0
4114,projection,noun,-1,c1,0,0,0,0
4115,prominent,adjective,-1,c1,4,1,0,2
4116,promise,noun,a2,a2,35,67,7,42
4117,promise,verb,a2,a2,0,0,0,0
4118,promising,adjective,-1,b2,2,0,4,2
4119,promote,verb,b1,b1,0,0,3,0
4120,promotion,noun,-1,b2,0,0,1,0
4121,prompt,verb,-1,b2,0,0,1,0
4122,pronounce,verb,a2,a2,0,0,0,1
4123,pronounced,adjective,-1,c1,3,3,5,2
4124,proof,noun,b2,b2,5,14,10,9
4125,propaganda,noun,-1,c1,0,0,0,0
4126,proper,adjective,b1,b1,11,7,29,24
4127,properly,adverb,b1,b1,2,2,16,4
4128,property,noun,b1,b1,3,0,10,0
4129,proportion,noun,-1,b2,0,1,2,0
4130,proposal,noun,b2,b2,3,0,0,2
4131,propose,verb,b2,b2,5,0,1,6
4132,proposition,noun,-1,c1,0,0,0,1
4133,prosecute,verb,-1,c1,0,0,0,0
4134,prosecution,noun,-1,c1,0,0,0,0
4135,prosecutor,noun,-1,c1,0,0,0,0
4136,prospect,noun,b2,b2,10,5,0,13
4137,prospective,adjective,-1,c1,0,0,0,0
4138,prosperity,noun,-1,c1,0,0,0,1
4139,protect,verb,a2,a2,23,28,8,55
4140,protection,noun,b2,b2,12,7,3,16
4141,protective,adjective,-1,c1,3,0,2,2
4142,protein,noun,-1,b2,0,0,0,0
4143,protest,noun,b1,b1,4,5,6,3
4144,protest,verb,b1,b1,0,0,0,0
4145,protester,noun,-1,b2,0,0,0,0
4146,protocol,noun,-1,c1,0,0,0,0
4147,proud,adjective,b1,b1,30,33,26,34
4148,prove,verb,b1,b1,18,5,12,34
4149,provide,verb,a2,a2,6,2,4,4
4150,province,noun,-1,c1,0,0,0,1
4151,provincial,adjective,-1,c1,0,0,0,0
4152,provision,noun,-1,c1,0,0,0,1
4153,provoke,verb,-1,c1,1,1,2,8
4154,psychiatric,adjective,-1,c1,0,0,0,0
4155,psychological,adjective,-1,b2,0,0,0,0
4156,psychologist,noun,b2,b2,0,0,0,0
4157,psychology,noun,b2,b2,0,0,3,0
4158,pub,noun,a2,a2,0,0,3,0
4159,public,adjective,a2,a2,0,2,14,2
4160,public,noun,a2,a2,0,0,0,0
4161,publication,noun,b2,b2,0,0,0,0
4162,publicity,noun,-1,b2,0,0,0,0
4163,publish,verb,a2,a2,0,0,0,0
4164,publishing,noun,-1,b2,0,0,0,0
4165,pull,noun,b1,b1,22,11,21,34
4166,pull,verb,a2,a2,0,0,0,0
4167,pulse,noun,-1,c1,1,0,2,4
4168,pump,noun,-1,c1,1,0,8,1
4169,pump,verb,-1,c1,0,0,0,0
4170,punch,noun,-1,c1,2,3,1,3
4171,punch,verb,-1,c1,0,0,0,0
4172,punish,verb,b1,b1,4,4,3,4
4173,punishment,noun,b1,b1,2,1,15,7
4174,punk,noun,-1,b2,0,0,0,0
4175,pupil,noun,b2,b2,0,2,1,0
4176,purchase,noun,b2,b2,1,2,4,0
4177,purchase,verb,b2,b2,0,0,0,0
4178,pure,adjective,b2,b2,5,8,17,11
4179,purely,adverb,-1,b2,3,0,3,0
4180,purple,adjective,a1,a1,22,21,1,40
4181,purple,noun,a1,a1,0,0,0,0
4182,purpose,noun,a2,a2,17,4,12,24
4183,pursue,verb,b2,b2,1,0,8,1
4184,pursuit,noun,-1,b2,5,6,1,4
4185,push,noun,b1,b1,14,5,15,10
4186,push,verb,a2,a2,0,0,0,0
4187,put,verb,a1,a1,174,179,116,242
4188,puzzle,noun,-1,b2,2,1,6,2
4189,qualification,noun,b1,b1,0,0,0,0
4190,qualified,adjective,b1,b1,0,0,0,0
4191,qualify,verb,b1,b1,0,0,0,0
4192,quality,noun,a2,a2,0,3,5,2
4193,quantity,noun,a2,a2,0,0,1,1
4194,quarter,noun,a1,a1,6,3,16,11
4195,queen,noun,a2,a2,270,214,2,281
4196,query,noun,-1,c1,0,0,0,0
4197,quest,noun,-1,c1,0,0,0,3
4198,question,noun,a1,a1,39,35,75,53
4199,question,verb,a2,a2,0,0,0,0
4200,questionnaire,noun,-1,b2,0,0,0,0
4201,queue,noun,b1,b1,0,0,0,1
4202,queue,verb,b1,b1,0,0,0,0
4203,quick,adjective,a1,a1,52,57,65,73
4204,quickly,adverb,a1,a1,34,39,143,43
4205,quiet,adjective,a1,a1,51,68,89,68
4206,quietly,adverb,a2,a2,21,33,37,12
4207,quit,verb,b1,b1,1,3,5,1
4208,quite,adverb,a1,a1,38,47,78,48
4209,quota,noun,-1,c1,0,0,0,0
4210,quotation,noun,b1,b1,0,0,0,0
4211,quote,noun,b1,b1,0,0,0,2
4212,quote,verb,b1,b1,0,0,0,0
4213,race,noun,a2,a2,1,5,3,4
4214,race,verb,a2,a2,0,0,0,0
4215,racial,adjective,-1,b2,0,0,0,0
4216,racing,noun,b1,b1,12,14,3,6
4217,racism,noun,-1,b2,0,0,0,0
4218,racist,adjective,-1,b2,0,0,0,0
4219,racist,noun,-1,b2,0,0,0,0
4220,radar,noun,-1,c1,0,0,0,0
4221,radiation,noun,-1,b2,0,0,0,0
4222,radical,adjective,-1,c1,0,0,0,0
4223,radio,noun,a1,a1,0,0,0,0
4224,rage,noun,-1,c1,15,19,3,22
4225,raid,noun,-1,c1,1,3,0,3
4226,raid,verb,-1,c1,0,0,0,0
4227,rail,noun,-1,b2,13,4,1,13
4228,railway,noun,a2,a2,0,0,0,0
4229,rain,noun,a1,a1,55,35,28,123
4230,rain,verb,a1,a1,0,0,0,0
4231,raise,verb,a2,a2,19,7,9,16
4232,rally,noun,-1,c1,2,0,0,0
4233,rally,verb,-1,c1,0,0,0,0
4234,random,adjective,-1,b2,1,0,6,1
4235,range,noun,b1,b1,5,1,0,9
4236,range,verb,b2,b2,0,0,0,0
4237,rank,noun,b2,b2,4,10,7,15
4238,rank,verb,b2,b2,0,0,0,0
4239,ranking,noun,-1,c1,0,0,5,0
4240,rape,noun,-1,c1,5,5,0,19
4241,rape,verb,-1,c1,0,0,0,0
4242,rapid,adjective,b2,b2,1,1,1,0
4243,rapidly,adverb,b2,b2,0,0,5,0
4244,rare,adjective,b1,b1,8,10,24,9
4245,rarely,adverb,b1,b1,0,0,5,0
4246,rat,noun,-1,b2,6,6,1,21
4247,rate,noun,a2,a2,0,0,4,1
4248,rate,verb,b2,b2,0,0,0,0
4249,rather,adverb,a2,a2,32,31,84,30
4250,rating,noun,-1,b2,0,0,0,0
4251,ratio,noun,-1,c1,0,0,2,0
4252,rational,adjective,-1,c1,0,0,6,0
4253,raw,adjective,b2,b2,20,25,6,26
4254,ray,noun,-1,c1,1,0,0,0
4255,reach,noun,b2,b2,48,45,12,79
4256,reach,verb,a2,a2,0,0,0,0
4257,react,verb,a2,a2,0,3,1,1
4258,reaction,noun,b1,b1,0,0,17,0
4259,read,verb,a1,a1,38,41,47,47
4260,reader,noun,a1,a1,0,0,0,2
4261,readily,adverb,-1,c1,0,1,1,1
4262,reading,noun,a1,a1,8,12,23,12
4263,ready,adjective,a1,a1,22,33,45,26
4264,real,adjective,a1,a1,14,38,66,38
4265,realistic,adjective,b2,b2,0,1,0,0
4266,reality,noun,b1,b1,0,0,7,0
4267,realization,noun,-1,c1,2,0,3,4
4268,realize,verb,a2,a2,7,9,25,9
4269,really,adverb,a1,a1,4,3,162,13
4270,realm,noun,-1,c1,69,85,0,61
4271,rear,adjective,-1,c1,23,13,0,23
4272,rear,noun,-1,c1,0,0,0,0
4273,reason,noun,a1,a1,30,14,50,35
4274,reasonable,adjective,b2,b2,1,1,7,2
4275,reasonably,adverb,-1,b2,1,2,6,0
4276,reasoning,noun,-1,c1,1,0,1,0
4277,reassure,verb,-1,c1,1,2,3,1
4278,rebel,noun,-1,c1,5,1,0,13
4279,rebellion,noun,-1,c1,9,3,1,6
4280,rebuild,verb,-1,b2,1,0,0,2
4281,recall,verb,b2,b2,14,9,2,23
