Palabra;Categoría Gramatical;Oxford3000;Oxford5000;aGameOfThrones;aClashOfKings.1;aSTormOfSwords;Hp1;Hp2;Hp3;Hp4;Hp5;Hp6;Hp7;NameOfTheWind;theSlowRegardOfSilentThings;Pride and prejudice
cultivate;verb;-1;c1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0
cultural;adjective;b1;b1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
culture;noun;a1;a1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0
cup;noun;a1;a1;56;97.0;100.0;21.0;7.0;42.0;131.0;27.0;23.0;27.0;16.0;12.0;1.0
cupboard;noun;a2;a2;0.0;0.0;0.0;22.0;12.0;10.0;10.0;18.0;11.0;10.0;0.0;0.0;0.0
cure;noun;b2;b2;0.0;2.0;1.0;1.0;3.0;2.0;2.0;3.0;2.0;0.0;4.0;2.0;1.0
cure;verb;b2;b2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
curiosity;noun;-1;c1;4;2.0;2.0;0.0;0.0;0.0;6.0;7.0;7.0;6.0;26.0;0.0;23.0
curious;adjective;-1;b2;20;16.0;16.0;7.0;6.0;4.0;7.0;11.0;12.0;7.0;28.0;4.0;5.0
curly;adjective;a2;a2;2;1.0;3.0;1.0;5.0;3.0;4.0;9.0;1.0;4.0;0.0;0.0;0.0
currency;noun;b1;b1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;0.0;0.0
current;adjective;b1;b1;5;15.0;12.0;0.0;1.0;0.0;0.0;2.0;2.0;4.0;6.0;0.0;0.0
current;noun;b2;b2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
currently;adverb;b1;b1;0.0;1.0;0.0;2.0;2.0;3.0;4.0;7.0;5.0;3.0;5.0;0.0;0.0
curriculum;noun;-1;b2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
curtain;noun;b1;b1;7;15.0;5.0;1.0;3.0;0.0;4.0;10.0;4.0;1.0;4.0;4.0;0.0
curve;noun;b2;b2;4;1.0;4.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0
curve;verb;b2;b2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
curved;adjective;b2;b2;6;7.0;15.0;0.0;1.0;0.0;2.0;2.0;5.0;12.0;6.0;2.0;0.0
custody;noun;-1;c1;1;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0
custom;noun;b1;b1;11;6.0;9.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;2.0
customer;noun;a1;a1;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;4.0;0.0;0.0
cut;noun;b1;b1;114;100.0;166.0;8.0;9.0;12.0;18.0;31.0;12.0;28.0;61.0;4.0;0.0
cut;verb;a1;a1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
cute;adjective;-1;b2;0.0;0.0;1.0;0.0;0.0;1.0;1.0;2.0;1.0;0.0;1.0;0.0;0.0
cutting;noun;-1;c1;12;7.0;13.0;1.0;5.0;4.0;9.0;4.0;5.0;4.0;14.0;1.0;1.0
cycle;noun;a2;a2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0
cycle;verb;a2;a2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
cynical;adjective;-1;c1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0
dad;noun;a1;a1;0.0;0.0;0.0;16.0;30.0;39.0;45.0;80.0;33.0;36.0;0.0;0.0;0.0
daily;adjective;a2;a2;2;2.0;1.0;3.0;10.0;14.0;42.0;44.0;14.0;15.0;0.0;0.0;3.0
daily;adverb;b1;b1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
dairy;adjective;-1;b2;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
dairy;noun;-1;b2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
dam;noun;-1;c1;1;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0
damage;noun;b1;b1;1;2.0;4.0;2.0;3.0;7.0;2.0;17.0;9.0;9.0;9.0;0.0;0.0
damage;verb;b1;b1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
damaging;adjective;-1;c1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
dance;noun;a1;a1;23;27.0;49.0;0.0;6.0;0.0;21.0;3.0;1.0;13.0;12.0;1.0;32.0
dance;verb;a1;a1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
dancer;noun;a1;a1;27;20.0;4.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;2.0;3.0;0.0
dancing;noun;a1;a1;21;13.0;23.0;3.0;8.0;2.0;23.0;11.0;7.0;5.0;16.0;3.0;21.0
danger;noun;a2;a2;10;20.0;16.0;5.0;8.0;7.0;9.0;22.0;11.0;25.0;9.0;0.0;19.0
dangerous;adjective;a1;a1;14;29.0;29.0;10.0;15.0;27.0;27.0;35.0;34.0;30.0;38.0;2.0;1.0
dare;verb;-1;b2;29;30.0;28.0;12.0;6.0;15.0;14.0;18.0;20.0;24.0;7.0;3.0;40.0
dark;adjective;a1;a1;180;190.0;221.0;62.0;91.0;79.0;209.0;228.0;200.0;201.0;238.0;51.0;2.0
dark;noun;a2;a2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
darkness;noun;-1;b2;60;55.0;72.0;7.0;14.0;18.0;32.0;33.0;39.0;89.0;20.0;3.0;0.0
data;noun;a2;a2;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
database;noun;-1;b2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
date;noun;a1;a1;0.0;0.0;3.0;2.0;4.0;2.0;2.0;20.0;5.0;7.0;7.0;0.0;2.0
date;verb;b2;b2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
daughter;noun;a1;a1;66;124.0;175.0;1.0;5.0;1.0;1.0;3.0;14.0;21.0;13.0;0.0;83.0
dawn;noun;-1;c1;49;49.0;54.0;2.0;4.0;2.0;6.0;4.0;1.0;13.0;6.0;0.0;0.0
day;noun;a1;a1;261;277.0;345.0;59.0;39.0;53.0;60.0;128.0;75.0;59.0;201.0;51.0;144.0
dead;adjective;a2;a2;267;328.0;404.0;24.0;29.0;40.0;64.0;63.0;63.0;103.0;71.0;1.0;5.0
deadline;noun;-1;b2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
deadly;adjective;-1;b2;5;2.0;6.0;2.0;6.0;3.0;2.0;4.0;3.0;4.0;3.0;0.0;0.0
deal;noun;b1;b1;16;27.0;39.0;3.0;17.0;10.0;21.0;25.0;9.0;14.0;38.0;0.0;34.0
deal;verb;a2;a2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
dealer;noun;-1;b2;1;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
dear;adjective;a1;a1;9;11.0;16.0;21.0;42.0;52.0;37.0;52.0;59.0;28.0;6.0;0.0;158.0
dear;exclamation;a2;a2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
death;noun;a2;a2;111;104.0;107.0;11.0;7.0;21.0;118.0;161.0;144.0;310.0;26.0;1.0;8.0
debate;noun;b2;b2;1;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
debate;verb;b2;b2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
debris;noun;-1;c1;0.0;1.0;2.0;0.0;0.0;1.0;0.0;2.0;0.0;5.0;2.0;2.0;0.0
debt;noun;b2;b2;5;6.0;6.0;1.0;0.0;2.0;1.0;0.0;0.0;0.0;30.0;0.0;4.0
debut;noun;-1;c1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
decade;noun;b1;b1;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
december;noun;a1;a1;0.0;0.0;0.0;1.0;1.0;1.0;1.0;2.0;0.0;0.0;0.0;0.0;0.0
decent;adjective;b2;b2;2;1.0;4.0;1.0;6.0;1.0;7.0;11.0;5.0;2.0;9.0;0.0;3.0
decide;verb;a1;a1;8;7.0;8.0;4.0;2.0;3.0;8.0;20.0;12.0;12.0;10.0;0.0;4.0
decision;noun;a2;a2;2;5.0;6.0;0.0;3.0;1.0;6.0;10.0;10.0;10.0;4.0;0.0;0.0
decision-making;noun;-1;c1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
decisive;adjective;-1;c1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;2.0
deck;noun;-1;b2;2;40.0;28.0;0.0;0.0;0.0;3.0;2.0;1.0;0.0;0.0;1.0;0.0
declaration;noun;-1;c1;0.0;0.0;2.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;5.0
declare;verb;b2;b2;3;5.0;2.0;0.0;0.0;1.0;0.0;0.0;2.0;2.0;0.0;0.0;8.0
decline;noun;b2;b2;2;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;2.0
decline;verb;b2;b2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
decorate;verb;b1;b1;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
decoration;noun;b2;b2;0.0;0.0;0.0;2.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0
decrease;noun;b2;b2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
decrease;verb;b2;b2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
dedicated;adjective;-1;c1;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;2.0;1.0;4.0;0.0;0.0
dedication;noun;-1;c1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0
deed;noun;-1;c1;1;8.0;7.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0
deem;verb;-1;c1;0.0;14.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0
deep;adjective;a2;a2;129;78.0;125.0;15.0;21.0;18.0;50.0;54.0;33.0;53.0;184.0;30.0;7.0
deep;adverb;b1;b1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
deeply;adverb;b2;b2;10;7.0;8.0;4.0;6.0;10.0;18.0;22.0;17.0;4.0;5.0;1.0;5.0
default;noun;-1;c1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
defeat;noun;b2;b2;5;12.0;14.0;2.0;5.0;14.0;0.0;2.0;1.0;3.0;1.0;0.0;0.0
defeat;verb;b2;b2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
defect;noun;-1;c1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0
defence;noun;b2;b2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0
defend;verb;b2;b2;17;35.0;41.0;1.0;1.0;2.0;4.0;9.0;5.0;7.0;10.0;0.0;3.0
defender;noun;-1;b2;3;2.0;3.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
defensive;adjective;-1;c1;0.0;2.0;3.0;0.0;0.0;0.0;1.0;25.0;8.0;5.0;0.0;0.0;0.0
deficiency;noun;-1;c1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0
deficit;noun;-1;c1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
define;verb;b1;b1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
definite;adjective;b1;b1;1;0.0;0.0;0.0;0.0;3.0;4.0;5.0;1.0;3.0;4.0;0.0;0.0
definitely;adverb;a2;a2;1;0.0;4.0;3.0;8.0;13.0;23.0;20.0;22.0;12.0;2.0;0.0;0.0
definition;noun;b1;b1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;1.0;0.0;1.0
defy;verb;-1;c1;4;7.0;3.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;4.0
degree;noun;a2;a2;0.0;2.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;4.0;0.0;23.0
delay;noun;b2;b2;5;1.0;2.0;0.0;0.0;0.0;1.0;2.0;0.0;5.0;3.0;0.0;6.0
delay;verb;b2;b2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
delegate;noun;-1;c1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
delegation;noun;-1;c1;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;3.0;0.0;0.0;0.0;0.0
delete;verb;-1;b2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
deliberate;adjective;b2;b2;1;1.0;4.0;0.0;0.0;2.0;0.0;2.0;0.0;2.0;3.0;0.0;0.0
deliberately;adverb;b2;b2;1;0.0;0.0;0.0;1.0;1.0;4.0;9.0;3.0;3.0;2.0;0.0;2.0
delicate;adjective;-1;c1;11;11.0;11.0;1.0;0.0;3.0;0.0;4.0;2.0;5.0;16.0;5.0;6.0
delicious;adjective;a1;a1;0.0;1.0;2.0;4.0;2.0;5.0;1.0;0.0;2.0;3.0;1.0;1.0;1.0
delight;noun;b2;b2;7;7.0;7.0;3.0;1.0;2.0;3.0;7.0;3.0;10.0;6.0;2.0;25.0
delight;verb;b2;b2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
delighted;adjective;b2;b2;1;2.0;4.0;6.0;4.0;10.0;9.0;16.0;19.0;9.0;9.0;1.0;23.0
deliver;verb;b1;b1;9;13.0;13.0;3.0;2.0;1.0;4.0;2.0;4.0;1.0;0.0;0.0;0.0
delivery;noun;b2;b2;0.0;0.0;0.0;0.0;2.0;1.0;1.0;2.0;0.0;1.0;1.0;0.0;0.0
demand;noun;b2;b2;5;4.0;8.0;1.0;0.0;0.0;1.0;2.0;0.0;1.0;2.0;0.0;3.0
demand;verb;b2;b2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
democracy;noun;-1;b2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
democratic;adjective;-1;b2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
demon;noun;-1;c1;3;15.0;8.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;73.0;0.0;0.0
demonstrate;verb;b2;b2;1;0.0;4.0;0.0;0.0;0.0;3.0;4.0;3.0;5.0;7.0;0.0;0.0
demonstration;noun;-1;b2;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;9.0;0.0;0.0
denial;noun;-1;c1;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;6.0
denounce;verb;-1;c1;2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
dense;adjective;-1;c1;6;4.0;1.0;2.0;1.0;1.0;4.0;2.0;1.0;3.0;0.0;0.0;0.0
density;noun;-1;c1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
dentist;noun;a2;a2;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0
deny;verb;b2;b2;16;21.0;28.0;0.0;1.0;5.0;4.0;4.0;3.0;6.0;4.0;0.0;8.0
depart;verb;-1;b2;3;10.0;2.0;0.0;0.0;0.0;0.0;2.0;2.0;2.0;0.0;0.0;4.0
department;noun;a2;a2;0.0;0.0;0.0;0.0;3.0;2.0;36.0;75.0;5.0;10.0;0.0;0.0;0.0
departure;noun;b1;b1;2;0.0;2.0;0.0;0.0;1.0;1.0;8.0;1.0;7.0;1.0;0.0;6.0
depend;verb;a2;a2;1;3.0;2.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;23.0
dependence;noun;-1;c1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.0
dependent;adjective;-1;b2;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0;0.0;0.0;3.0
depict;verb;-1;c1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
deploy;verb;-1;c1;1;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
deployment;noun;-1;c1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
deposit;noun;-1;b2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0
deposit;verb;-1;c1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
depressed;adjective;b2;b2;0.0;0.0;1.0;1.0;0.0;2.0;0.0;2.0;0.0;0.0;0.0;0.0;2.0
depressing;adjective;b2;b2;0.0;1.0;0.0;1.0;2.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0
depression;noun;-1;b2;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
deprive;verb;-1;c1;0.0;0.0;1.0;0.0;0.0;0.0;2.0;0.0;1.0;0.0;0.0;0.0;1.0
depth;noun;b2;b2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0;2.0;0.0;0.0
deputy;noun;-1;c1;0.0;0.0;0.0;1.0;2.0;2.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0
derive;verb;-1;b2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0
descend;verb;-1;c1;2;5.0;3.0;0.0;0.0;0.0;0.0;4.0;1.0;0.0;1.0;0.0;0.0
descent;noun;-1;c1;8;4.0;11.0;0.0;0.0;0.0;2.0;1.0;2.0;4.0;0.0;0.0;3.0
describe;verb;a1;a1;2;1.0;1.0;0.0;0.0;0.0;3.0;4.0;1.0;1.0;17.0;0.0;7.0
description;noun;a1;a1;0.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;3.0;2.0;0.0;7.0
desert;noun;a2;a2;1;5.0;1.0;1.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
desert;verb;b2;b2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
deserve;verb;b2;b2;3;8.0;7.0;0.0;0.0;2.0;4.0;4.0;6.0;0.0;10.0;5.0;9.0
design;noun;a1;a1;2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;5.0;1.0;22.0
design;verb;a1;a1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
designate;verb;-1;c1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
designer;noun;a2;a2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
desirable;adjective;-1;c1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;2.0;2.0;0.0;11.0
desire;noun;b2;b2;3;8.0;8.0;2.0;0.0;3.0;7.0;10.0;9.0;15.0;14.0;6.0;23.0
desire;verb;b2;b2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
desk;noun;a1;a1;0.0;0.0;0.0;6.0;35.0;22.0;46.0;103.0;44.0;19.0;71.0;0.0;0.0
desktop;noun;-1;c1;0.0;0.0;0.0;1.0;1.0;0.0;2.0;2.0;1.0;0.0;0.0;0.0;0.0
desperate;adjective;b2;b2;8;10.0;7.0;8.0;4.0;4.0;6.0;16.0;9.0;15.0;26.0;2.0;3.0
desperately;adverb;-1;b2;10;4.0;15.0;4.0;9.0;6.0;10.0;24.0;17.0;7.0;8.0;1.0;0.0
despite;preposition;b1;b1;8;15.0;24.0;0.0;0.0;3.0;0.0;8.0;14.0;7.0;55.0;9.0;0.0
destination;noun;b1;b1;2;1.0;2.0;0.0;0.0;0.0;0.0;1.0;12.0;6.0;2.0;0.0;0.0
destroy;verb;a2;a2;3;10.0;2.0;0.0;0.0;2.0;2.0;6.0;9.0;21.0;5.0;0.0;0.0
destruction;noun;-1;b2;0.0;3.0;3.0;0.0;0.0;0.0;0.0;2.0;0.0;6.0;9.0;0.0;0.0
destructive;adjective;-1;c1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0;0.0;1.0
detail;noun;a1;a1;0.0;1.0;2.0;0.0;0.0;2.0;1.0;7.0;4.0;3.0;2.0;0.0;1.0
detail;verb;b2;b2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
detailed;adjective;b2;b2;0.0;0.0;1.0;0.0;0.0;0.0;1.0;2.0;4.0;1.0;0.0;0.0;1.0
detain;verb;-1;c1;1;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0
detect;verb;b2;b2;0.0;0.0;0.0;0.0;1.0;0.0;0.0;3.0;5.0;1.0;3.0;0.0;1.0
detection;noun;-1;c1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;5.0;1.0;0.0;0.0;2.0
detective;noun;a2;a2;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
detention;noun;-1;c1;0.0;0.0;0.0;5.0;8.0;8.0;3.0;57.0;25.0;1.0;0.0;0.0;0.0
deteriorate;verb;-1;c1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
determination;noun;-1;b2;2;0.0;0.0;0.0;1.0;2.0;5.0;1.0;8.0;2.0;5.0;0.0;3.0
determine;verb;b1;b1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;13.0
determined;adjective;b1;b1;11;2.0;15.0;3.0;5.0;3.0;13.0;28.0;19.0;24.0;3.0;0.0;32.0
devastate;verb;-1;c1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
develop;verb;a2;a2;0.0;0.0;0.0;0.0;1.0;1.0;1.0;2.0;0.0;0.0;1.0;0.0;1.0
development;noun;b1;b1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;2.0
device;noun;a2;a2;1;7.0;5.0;0.0;0.0;0.0;0.0;3.0;1.0;0.0;0.0;0.0;1.0
devil;noun;-1;c1;2;0.0;1.0;5.0;1.0;0.0;1.0;7.0;1.0;1.0;2.0;0.0;0.0
devise;verb;-1;c1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
devote;verb;-1;b2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0
diagnose;verb;-1;c1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0
diagnosis;noun;-1;c1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
diagram;noun;b1;b1;0.0;0.0;0.0;0.0;2.0;0.0;0.0;2.0;0.0;0.0;1.0;0.0;0.0
dialogue;noun;a1;a1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0
diamond;noun;b1;b1;1;5.0;4.0;0.0;0.0;1.0;4.0;2.0;0.0;1.0;6.0;0.0;0.0
diary;noun;a2;a2;0.0;0.0;0.0;0.0;67.0;0.0;1.0;10.0;19.0;12.0;0.0;0.0;0.0
dictate;verb;-1;c1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0
dictator;noun;-1;c1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
dictionary;noun;a1;a1;0.0;0.0;0.0;0.0;0.0;1.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0
die;verb;a1;a1;113;117.0;183.0;13.0;8.0;14.0;16.0;14.0;16.0;41.0;26.0;0.0;4.0
diet;noun;a1;a1;0.0;0.0;0.0;0.0;1.0;0.0;7.0;1.0;0.0;0.0;0.0;0.0;0.0
differ;verb;-1;b2;3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0
difference;noun;a1;a1;11;7.0;16.0;6.0;3.0;5.0;7.0;11.0;9.0;17.0;31.0;3.0;10.0
different;adjective;a1;a1;51;74.0;76.0;20.0;13.0;12.0;36.0;30.0;19.0;35.0;90.0;13.0;36.0
differentiate;verb;-1;c1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
differently;adverb;a2;a2;2;2.0;2.0;1.0;0.0;1.0;3.0;2.0;2.0;1.0;3.0;1.0;7.0
difficult;adjective;a1;a1;2;6.0;11.0;12.0;14.0;12.0;26.0;35.0;27.0;21.0;22.0;0.0;11.0
difficulty;noun;b1;b1;3;2.0;11.0;3.0;3.0;8.0;11.0;13.0;18.0;4.0;3.0;0.0;8.0
dig;verb;b2;b2;3;4.0;5.0;0.0;0.0;2.0;1.0;1.0;0.0;2.0;17.0;1.0;0.0
digital;adjective;a2;a2;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
dignity;noun;-1;c1;6;5.0;8.0;0.0;0.0;1.0;1.0;1.0;3.0;3.0;8.0;2.0;5.0
dilemma;noun;-1;c1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0
