00;1258
you;187
i;179
to;95
the;86
a;83
08;75
20;74
25;74
32;73
21;69
23;68
24;67
05;67
it;64
36;64
17;63
s;62
04;59
and;59
34;59
10;56
11;56
03;56
14;55
33;55
12;52
35;52
16;50
37;49
38;48
09;47
13;46
no;46
07;46
18;44
22;43
oh;42
that;40
have;39
m;39
was;38
what;38
t;37
26;37
19;36
01;34
do;34
31;33
is;32
27;32
40;32
she;31
06;31
know;30
in;30
are;29
39;29
52;29
your;28
15;28
of;28
50;27
just;27
02;26
her;26
41;25
30;25
there;25
on;25
they;25
my;24
me;24
29;24
this;24
43;24
46;24
we;23
49;23
for;22
54;22
want;22
but;22
56;22
okay;22
45;21
about;21
58;20
44;20
55;20
don;19
48;19
he;19
59;19
did;19
all;18
re;18
51;18
28;18
why;18
not;17
57;17
be;17
one;16
47;16
53;16
42;15
so;15
yes;15
or;15
can;14
get;14
people;14
ll;14
who;13
um;13
like;13
thank;12
at;12
sorry;12
good;12
well;12
with;12
woman;11
from;11
if;11
think;10
were;10
something;10
out;10
any;10
now;10
come;10
been;9
256;9
here;9
thought;9
yeah;9
117;9
cctv;9
ve;8
god;8
anything;8
460;8
367;8
then;8
up;8
mm;8
said;7
164;7
down;7
by;7
uh;7
when;7
mean;7
757;7
250;7
someone;7
390;7
781;7
929;7
kill;7
person;7
killed;7
882;7
had;7
go;7
835;6
046;6
506;6
time;6
tell;6
say;6
please;6
943;6
343;6
281;6
101;6
914;6
248;6
frank;6
226;6
504;6
054;6
242;6
695;6
find;6
584;6
need;6
406;6
look;6
170;6
201;6
his;6
fine;6
really;6
where;6
304;5
two;5
070;5
132;5
546;5
fired;5
dick;5
779;5
328;5
140;5
doing;5
414;5
eve;5
hi;5
554;5
very;5
how;5
sure;5
765;5
429;5
359;5
515;5
507;5
531;5
179;5
has;5
anyone;5
031;5
500;5
453;5
125;5
could;5
131;5
000;5
718;5
kenny;5
482;5
312;5
703;5
445;5
hmm;5
will;5
335;5
443;5
him;5
see;5
too;5
890;5
570;5
right;5
921;5
435;5
hospital;5
342;5
asking;5
412;5
show;4
hairpin;4
over;4
