00;1090
you;169
i;153
29;73
to;72
25;65
21;64
03;64
17;60
04;59
28;59
15;57
22;57
23;57
t;57
02;55
05;55
36;53
01;52
14;52
11;52
06;51
20;51
a;49
40;49
it;49
she;48
19;47
16;45
08;44
18;44
me;43
s;40
35;37
38;37
is;36
what;36
her;35
the;35
your;35
m;34
and;34
13;34
07;34
24;33
26;33
39;33
34;32
don;31
12;29
are;28
27;28
my;27
can;27
that;27
in;26
no;26
09;26
10;25
37;25
we;23
41;23
yes;23
31;22
know;22
do;22
55;21
50;21
want;21
42;20
30;20
46;20
_;20
have;19
oh;19
so;18
44;18
57;18
59;18
why;18
32;18
okay;18
re;17
52;17
for;17
58;17
not;16
where;16
45;16
of;15
51;15
56;15
he;14
54;14
just;14
48;14
49;14
going;13
53;13
will;13
47;13
they;12
about;12
kill;12
33;12
43;12
with;12
good;11
like;11
would;11
but;11
go;10
ll;10
was;10
here;10
really;10
think;10
had;9
get;9
god;9
who;9
london;8
need;8
this;8
or;8
452;8
villanelle;8
some;8
did;8
come;8
788;8
on;8
ve;8
back;7
give;7
them;7
face;7
out;7
look;7
be;7
if;7
there;7
job;7
please;7
put;7
anna;6
oksana;6
from;6
daughter;6
told;6
up;6
dad;6
because;6
an;6
217;6
335;6
then;6
990;6
one;6
eve;6
someone;6
139;6
gonna;6
186;6
202;6
nice;6
193;6
down;6
140;5
prison;5
say;5
am;5
171;5
could;5
646;5
um;5
number;5
107;5
now;5
does;5
327;5
352;5
see;5
too;5
092;5
741;5
837;5
475;5
546;5
came;5
436;5
330;5
147;5
249;5
sure;5
let;5
374;5
tell;5
irina;5
shoot;5
doing;5
all;5
465;5
got;5
much;5
858;4
at;4
home;4
dead;4
everything;4
shut;4
069;4
377;4
make;4
874;4
by;4
196;4
842;4
353;4
ask;4
621;4
something;4
when;4
156;4
been;4
240;4
835;4
725;4
aren;4
779;4
242;4
762;4
568;4
103;4
205;4
his;4
288;4
money;4
470;4
yeah;4
100;4
365;4
608;4
381;4
754;4
124;4
haven;4
126;4
460;4
936;4
131;4
annoying;4
350;4
528;4
before;4
832;4
345;4
155;4
162;4
748;4
passport;4
506;4
405;4
413;4
same;4
038;4
move;4
bit;4
652;4
210;4
448;4
420;4
447;4
well;4
throw;4
334;4
thank;4
402;4
474;4
101;3
960;3
course;3
165;3
153;3
187;3
257;3
424;3
866;3
big;3
802;3
471;3
505;3
672;3
d;3
030;3
008;3
343;3
477;3
880;3
270;3
304;3
673;3
ohh;3
stop;3
844;3
785;3
399;3
547;3
370;3
right;3
172;3
sorry;3
reason;3
289;3
586;3
422;3
633;3
case;3
043;3
didn;3
er;3
two;3
492;3
konstantin;3
little;3
133;3
149;3
bad;3
person;3
491;3
281;3
796;3
russian;3
167;3
366;3
take;3
306;3
154;3
881;3
108;3
006;3
110;3
464;3
456;3
115;3
380;3
738;3
117;3
600;3
662;3
097;3
said;3
216;3
128;3
897;3
work;3
wants;3
255;3
791;3
137;3
830;3
bring;3
vlad;3
514;3
stay;3
either;3
car;3
787;3
390;3
663;3
014;3
671;3
178;3
280;3
698;3
499;3
185;3
746;3
061;3
389;3
198;3
understand;3
319;3
296;3
220;3
252;3
451;3
647;3
303;3
huh;3
241;3
659;3
804;3
783;3
sad;3
more;3
269;3
hey;3
615;3
ooh;3
329;3
287;3
094;3
promise;3
480;3
318;3
322;3
482;3
found;3
paid;3
099;3
both;3
388;3
though;3
brother;3
un;3
ours;3
498;3
843;3
493;3
leaving;2
883;2
find;2
282;2
391;2
french;2
861;2
769;2
wife;2
cupboard;2
somewhere;2
781;2
816;2
security;2
709;2
379;2
904;2
974;2
tiny;2
847;2
arsehole;2
184;2
shit;2
shouting;2
618;2
468;2
die;2
706;2
015;2
077;2
180;2
266;2
vulnerable;2
922;2
synced;2
corrected;2
susinz;2
www;2
