00;1164
i;152
you;133
to;82
32;76
10;70
12;70
11;69
05;69
21;67
39;62
16;60
the;58
25;58
40;58
it;58
08;55
27;53
34;51
04;51
09;51
26;51
33;51
07;51
01;49
14;48
29;46
22;45
06;45
28;44
30;44
t;43
s;43
a;43
no;41
35;40
38;40
15;38
20;37
31;37
37;37
what;36
03;34
just;34
okay;33
and;32
36;32
are;31
do;29
know;29
m;28
18;28
me;28
they;28
she;27
49;27
have;27
for;26
47;25
so;25
don;24
19;24
of;24
oh;24
02;24
23;24
is;24
that;24
my;23
in;23
24;23
he;23
50;23
we;22
41;22
56;22
58;22
13;21
46;21
51;21
45;20
55;20
42;20
53;20
your;19
want;19
17;18
on;18
this;18
her;18
57;18
59;18
re;18
can;17
43;17
yes;17
there;16
54;16
44;15
52;15
go;14
please;14
with;14
think;13
48;13
be;13
uh;13
god;12
need;12
was;12
frank;11
eve;11
not;11
why;11
sorry;11
who;10
an;10
him;10
get;10
his;10
going;10
um;10
right;9
ll;9
would;9
about;9
all;9
come;8
kill;8
something;8
didn;8
them;8
did;8
oksana;8
one;8
anything;7
will;7
but;7
stop;7
if;7
were;7
tell;7
am;7
yeah;7
people;7
545;7
well;7
had;7
hmm;7
from;6
gonna;6
say;6
here;6
352;6
house;6
back;6
or;6
make;6
thank;6
wanted;6
thought;6
help;6
hurt;6
121;5
where;5
work;5
these;5
kenny;5
look;5
us;5
now;5
481;5
370;5
has;5
then;5
much;5
other;5
any;5
very;5
some;5
333;5
851;5
prison;5
384;5
238;5
else;5
814;5
sure;5
275;5
362;5
everything;5
see;5
took;5
still;5
someone;5
341;5
thing;5
body;5
353;5
shit;5
hi;5
really;5
549;5
when;5
281;4
won;4
444;4
383;4
both;4
801;4
262;4
205;4
talk;4
up;4
357;4
710;4
105;4
three;4
605;4
630;4
342;4
295;4
030;4
763;4
554;4
how;4
382;4
as;4
747;4
fine;4
453;4
400;4
call;4
117;4
bye;4
273;4
079;4
118;4
191;4
might;4
than;4
ve;4
lot;4
398;4
feel;4
412;4
155;4
737;4
124;4
249;4
347;4
knew;4
023;4
673;4
157;4
167;4
953;4
bill;4
told;4
255;4
686;4
245;4
408;4
said;4
off;4
phone;4
take;4
should;4
256;4
open;4
494;4
at;4
mmm;4
821;4
511;4
nadia;4
089;3
anymore;3
442;3
277;3
car;3
around;3
180;3
385;3
112;3
does;3
359;3
after;3
231;3
996;3
304;3
317;3
289;3
355;3
797;3
192;3
535;3
by;3
happens;3
197;3
299;3
word;3
935;3
more;3
sauce;3
344;3
use;3
871;3
478;3
032;3
time;3
930;3
money;3
696;3
209;3
301;3
544;3
546;3
479;3
027;3
656;3
116;3
safe;3
221;3
567;3
over;3
334;3
clear;3
505;3
271;3
542;3
047;3
115;3
956;3
282;3
647;3
huh;3
815;3
330;3
504;3
744;3
120;3
523;3
726;3
375;3
elena;3
let;3
144;3
103;3
save;3
580;3
482;3
having;3
113;3
705;3
039;3
786;3
092;3
728;3
127;3
416;3
473;3
981;3
too;3
078;3
869;3
140;3
469;3
142;3
worse;3
wife;3
310;3
199;3
149;3
153;3
396;3
156;3
russia;3
russian;3
397;3
660;3
161;3
467;3
035;3
037;3
166;3
872;3
055;3
257;3
094;3
because;3
990;3
388;3
268;3
193;3
343;3
284;3
378;3
057;3
553;3
358;3
014;3
835;3
539;3
found;3
298;3
489;3
years;3
good;3
510;3
233;3
246;3
out;3
461;3
762;3
two;3
258;3
847;3
261;3
456;3
493;3
278;3
316;3
901;3
379;3
555;3
734;3
screaming;3
074;3
896;3
328;3
514;3
430;3
309;3
572;3
nice;3
324;3
488;3
602;3
340;3
934;3
psychopath;3
836;3
went;3
513;3
464;3
427;3
first;3
children;3
460;3
819;3
075;3
525;3
541;3
stupid;2
146;2
932;2
trust;2
975;2
again;2
fighting;2
friend;2
279;2
912;2
914;2
182;2
school;2
kids;2
988;2
aah;2
536;2
492;2
135;2
drive;2
917;2
681;2
706;2
838;2
807;2
948;2
203;2
306;2
008;2
874;2
waiting;2
609;2
980;2
056;2
whatever;2
058;2
being;2
169;2
synced;2
corrected;2
susinz;2
