00;1297
you;163
i;133
to;106
the;100
07;73
16;72
it;71
29;69
33;69
15;67
30;66
34;66
14;65
06;64
01;62
13;62
09;61
we;58
37;58
11;57
me;57
31;57
a;56
10;56
22;56
18;55
26;54
t;51
17;50
12;50
20;50
05;50
23;50
27;49
25;49
35;49
24;48
28;47
08;46
40;45
s;43
38;43
and;42
39;41
32;41
41;40
she;39
is;39
have;37
_;36
in;35
19;34
that;34
what;34
36;33
21;32
can;32
04;31
03;30
for;29
44;29
was;28
don;27
of;26
57;26
no;26
my;25
are;25
52;25
51;25
know;24
with;24
47;24
58;24
her;24
46;23
54;23
he;23
re;22
02;22
out;22
49;22
just;22
oh;22
good;22
this;21
42;21
want;21
do;21
on;20
59;20
here;20
55;19
your;19
us;19
so;18
m;18
give;18
45;17
53;17
let;17
nadia;16
okay;16
not;16
be;16
48;16
they;15
but;15
43;15
who;15
well;14
will;14
at;14
him;14
up;13
them;13
56;13
50;13
get;13
something;13
about;13
konstantin;13
oksana;12
ll;12
go;12
why;12
did;12
one;11
if;11
need;11
yes;11
there;10
some;10
now;10
anything;10
look;10
mm;9
281;9
find;9
better;9
from;9
hey;9
tell;9
445;8
see;8
how;8
390;8
all;8
more;8
into;8
trust;8
got;8
uh;8
sorry;8
vlad;8
290;8
name;7
were;7
320;7
very;7
could;7
296;7
376;7
time;7
like;7
782;7
025;6
where;6
328;6
hmm;6
789;6
doctor;6
484;6
289;6
140;6
been;6
years;6
851;6
656;6
015;6
same;6
speak;6
think;6
then;6
593;6
720;6
040;6
220;6
353;6
113;6
804;6
god;6
eve;6
an;6
148;6
told;6
help;6
going;6
251;6
286;6
right;6
470;6
618;6
kenny;6
421;5
frank;5
organization;5
twelve;5
438;5
house;5
found;5
492;5
because;5
when;5
way;5
say;5
304;5
come;5
908;5
906;5
931;5
796;5
villanelle;5
intelligence;5
321;5
any;5
187;5
384;5
406;5
609;5
437;5
wasn;5
585;5
people;5
329;5
make;5
feel;5
665;5
617;5
thing;5
992;5
too;5
453;5
ve;5
415;5
rather;5
515;5
275;5
845;5
219;5
night;5
take;5
information;5
believe;5
259;5
carolyn;5
298;5
345;5
448;5
579;5
360;5
anna;5
yours;5
435;5
391;4
as;4
313;4
took;4
