Palabra;Book 1;Book 2;Book 3;Book 4;Book 5;Suma Total
kleed;1.0;1.0;0.0;3.0;0.0;5.0
zand;5.0;0.0;0.0;0.0;0.0;5.0
schoonheid;;;4.0;1.0;0.0;5.0
enthousiast;2.0;0.0;3.0;0.0;0.0;5.0
ongelooflijk;;;4.0;1.0;0.0;5.0
tenzij;;;4.0;1.0;0.0;5.0
secretaresse;4.0;0.0;1.0;0.0;0.0;5.0
republiek;5.0;0.0;0.0;0.0;0.0;5.0
feilloos;4.0;0.0;1.0;0.0;0.0;5.0
vroegen;3.0;0.0;0.0;1.0;1.0;5.0
grotere;4.0;0.0;1.0;0.0;0.0;5.0
belangstelling;4.0;0.0;0.0;1.0;0.0;5.0
waarschuwen;2.0;0.0;1.0;2.0;0.0;5.0
moeilijkste;2.0;0.0;3.0;0.0;0.0;5.0
voorval;4.0;0.0;0.0;1.0;0.0;5.0
grens;3.0;0.0;2.0;0.0;0.0;5.0
weerzien;4.0;0.0;1.0;0.0;0.0;5.0
naderbij;2.0;0.0;1.0;2.0;0.0;5.0
autoriteiten;3.0;0.0;1.0;1.0;0.0;5.0
signaal;4.0;0.0;0.0;1.0;0.0;5.0
maten;4.0;0.0;0.0;1.0;0.0;5.0
geheime;3.0;0.0;0.0;2.0;0.0;5.0
heupen;;;4.0;1.0;0.0;5.0
bilgili;5.0;0.0;0.0;0.0;0.0;5.0
schuin;4.0;0.0;1.0;0.0;0.0;5.0
zakte;;3.0;2.0;0.0;0.0;5.0
gezondheid;3.0;0.0;0.0;2.0;0.0;5.0
weleens;;;5.0;0.0;0.0;5.0
erkenning;1.0;0.0;4.0;0.0;0.0;5.0
kansloos;5.0;0.0;0.0;0.0;0.0;5.0
vers;2.0;0.0;3.0;0.0;0.0;5.0
onrechte;5.0;0.0;0.0;0.0;0.0;5.0
nachten;;;5.0;0.0;0.0;5.0
ontslagen;5.0;0.0;0.0;0.0;0.0;5.0
rukt;2.0;0.0;0.0;0.0;3.0;5.0
bedachtzaam;4.0;0.0;1.0;0.0;0.0;5.0
wederom;1.0;0.0;4.0;0.0;0.0;5.0
voicemail;5.0;0.0;0.0;0.0;0.0;5.0
dalen;2.0;0.0;0.0;1.0;2.0;5.0
crisis;5.0;0.0;0.0;0.0;0.0;5.0
herhaalt;5.0;0.0;0.0;0.0;0.0;5.0
verliefd;4.0;0.0;1.0;0.0;0.0;5.0
tikte;;;5.0;0.0;0.0;5.0
vastgehouden;5.0;0.0;0.0;0.0;0.0;5.0
stank;5.0;0.0;0.0;0.0;0.0;5.0
geregeld;4.0;0.0;0.0;1.0;0.0;5.0
cc;5.0;0.0;0.0;0.0;0.0;5.0
gemolesteerd;5.0;0.0;0.0;0.0;0.0;5.0
mis;4.0;0.0;1.0;0.0;0.0;5.0
positieve;4.0;0.0;1.0;0.0;0.0;5.0
platteland;5.0;0.0;0.0;0.0;0.0;5.0
hap;;;5.0;0.0;0.0;5.0
concentreerde;;;5.0;0.0;0.0;5.0
spuit;;;5.0;0.0;0.0;5.0
overdag;4.0;0.0;1.0;0.0;0.0;5.0
kenmerken;;;5.0;0.0;0.0;5.0
kruiste;;;5.0;0.0;0.0;5.0
historische;3.0;2.0;0.0;0.0;0.0;5.0
hoeven;5.0;0.0;0.0;0.0;0.0;5.0
opdrachten;4.0;0.0;1.0;0.0;0.0;5.0
protesteren;;;5.0;0.0;0.0;5.0
straffen;2.0;0.0;1.0;2.0;0.0;5.0
instemmend;5.0;0.0;0.0;0.0;0.0;5.0
uitsluiten;5.0;0.0;0.0;0.0;0.0;5.0
bende;3.0;0.0;1.0;1.0;0.0;5.0
psychopaten;;;5.0;0.0;0.0;5.0
cognac;;;5.0;0.0;0.0;5.0
garage;;;5.0;0.0;0.0;5.0
anderhalve;5.0;0.0;0.0;0.0;0.0;5.0
luidt;5.0;0.0;0.0;0.0;0.0;5.0
gerinkel;5.0;0.0;0.0;0.0;0.0;5.0
meenemen;4.0;0.0;0.0;1.0;0.0;5.0
manager;5.0;0.0;0.0;0.0;0.0;5.0
overeenkomst;4.0;0.0;0.0;1.0;0.0;5.0
verdenking;5.0;0.0;0.0;0.0;0.0;5.0
kettingzagen;5.0;0.0;0.0;0.0;0.0;5.0
handdruk;4.0;0.0;0.0;1.0;0.0;5.0
albert;5.0;0.0;0.0;0.0;0.0;5.0
middelbare;5.0;0.0;0.0;0.0;0.0;5.0
binnenkomt;5.0;0.0;0.0;0.0;0.0;5.0
spelletje;;;5.0;0.0;0.0;5.0
dublin;5.0;0.0;0.0;0.0;0.0;5.0
vanzelfsprekend;5.0;0.0;0.0;0.0;0.0;5.0
geïnteresseerd;5.0;0.0;0.0;0.0;0.0;5.0
domme;2.0;1.0;2.0;0.0;0.0;5.0
levert;5.0;0.0;0.0;0.0;0.0;5.0
ez;5.0;0.0;0.0;0.0;0.0;5.0
bedrag;5.0;0.0;0.0;0.0;0.0;5.0
destijds;3.0;2.0;0.0;0.0;0.0;5.0
ruiken;;;5.0;0.0;0.0;5.0
meewerkt;5.0;0.0;0.0;0.0;0.0;5.0
grappig;3.0;0.0;1.0;0.0;0.0;4.0
check;1.0;0.0;3.0;0.0;0.0;4.0
algemene;3.0;0.0;1.0;0.0;0.0;4.0
lijnen;3.0;0.0;0.0;1.0;0.0;4.0
slopen;3.0;0.0;1.0;0.0;0.0;4.0
stemme;;;;;4.0;4.0
scheiding;3.0;0.0;0.0;1.0;0.0;4.0
mentor;3.0;1.0;0.0;0.0;0.0;4.0
fris;3.0;0.0;1.0;0.0;0.0;4.0
kringen;;;2.0;0.0;2.0;4.0
vlijt;1.0;0.0;0.0;0.0;3.0;4.0
zorgt;3.0;0.0;1.0;0.0;0.0;4.0
dichten;1.0;0.0;0.0;3.0;0.0;4.0
vocht;1.0;0.0;2.0;0.0;1.0;4.0
plafond;1.0;0.0;3.0;0.0;0.0;4.0
beroemd;;;;3.0;1.0;4.0
zakje;3.0;0.0;1.0;0.0;0.0;4.0
onderuit;3.0;0.0;1.0;0.0;0.0;4.0
excuus;1.0;0.0;3.0;0.0;0.0;4.0
koningen;;;;3.0;1.0;4.0
techniek;1.0;0.0;3.0;0.0;0.0;4.0
kerkhof;3.0;0.0;0.0;0.0;1.0;4.0
negeren;1.0;0.0;3.0;0.0;0.0;4.0
waarnemen;1.0;0.0;2.0;1.0;0.0;4.0
danken;;;1.0;2.0;1.0;4.0
vierkante;1.0;0.0;0.0;3.0;0.0;4.0
opa;3.0;0.0;1.0;0.0;0.0;4.0
uitval;3.0;0.0;1.0;0.0;0.0;4.0
wenden;1.0;0.0;1.0;2.0;0.0;4.0
verlegenheid;3.0;0.0;0.0;1.0;0.0;4.0
gruwelijke;3.0;0.0;1.0;0.0;0.0;4.0
overleefd;3.0;0.0;1.0;0.0;0.0;4.0
studeerde;1.0;0.0;3.0;0.0;0.0;4.0
verzinnen;1.0;0.0;3.0;0.0;0.0;4.0
this;1.0;3.0;0.0;0.0;0.0;4.0
noem;3.0;0.0;1.0;0.0;0.0;4.0
snikken;1.0;0.0;3.0;0.0;0.0;4.0
gebaseerd;3.0;0.0;1.0;0.0;0.0;4.0
spullen;3.0;0.0;1.0;0.0;0.0;4.0
opmaken;1.0;0.0;0.0;3.0;0.0;4.0
breekt;3.0;0.0;0.0;0.0;1.0;4.0
daalt;3.0;0.0;0.0;0.0;1.0;4.0
daagde;1.0;0.0;2.0;1.0;0.0;4.0
neergezet;3.0;0.0;1.0;0.0;0.0;4.0
opstellen;1.0;0.0;0.0;3.0;0.0;4.0
rechterarm;3.0;0.0;0.0;1.0;0.0;4.0
voerde;;;;3.0;1.0;4.0
gehuil;;;;3.0;1.0;4.0
klimmen;;;;3.0;1.0;4.0
gevaarlijkste;3.0;0.0;0.0;1.0;0.0;4.0
no;1.0;0.0;3.0;0.0;0.0;4.0
vervolg;3.0;0.0;0.0;1.0;0.0;4.0
ongevallen;;;2.0;2.0;0.0;4.0
wonderbaarlijke;;;2.0;2.0;0.0;4.0
engels;3.0;1.0;0.0;0.0;0.0;4.0
krimp;3.0;0.0;1.0;0.0;0.0;4.0
ongemakkelijke;3.0;1.0;0.0;0.0;0.0;4.0
cruciaal;3.0;0.0;1.0;0.0;0.0;4.0
rang;1.0;0.0;0.0;3.0;0.0;4.0
opgestoken;1.0;0.0;1.0;2.0;0.0;4.0
wierpen;;;2.0;2.0;0.0;4.0
rijkdom;1.0;0.0;0.0;1.0;2.0;4.0
uiten;3.0;0.0;0.0;1.0;0.0;4.0
nageslacht;3.0;0.0;0.0;1.0;0.0;4.0
zorgde;1.0;0.0;3.0;0.0;0.0;4.0
vragende;3.0;0.0;1.0;0.0;0.0;4.0
thuiskwam;3.0;0.0;1.0;0.0;0.0;4.0
genie;;;1.0;0.0;3.0;4.0
termijn;3.0;0.0;1.0;0.0;0.0;4.0
bingo;3.0;0.0;1.0;0.0;0.0;4.0
misdaad;;;1.0;3.0;0.0;4.0
daartegen;;;1.0;3.0;0.0;4.0
jarenlang;3.0;1.0;0.0;0.0;0.0;4.0
bekleed;;;1.0;3.0;0.0;4.0
militair;;;1.0;3.0;0.0;4.0
rijken;;;;2.0;2.0;4.0
begeleid;;;1.0;3.0;0.0;4.0
avontuur;1.0;0.0;1.0;2.0;0.0;4.0
grimmige;1.0;0.0;3.0;0.0;0.0;4.0
ieders;1.0;0.0;1.0;2.0;0.0;4.0
vroegte;1.0;0.0;0.0;3.0;0.0;4.0
bloei;;;1.0;1.0;2.0;4.0
spoed;3.0;0.0;0.0;1.0;0.0;4.0
fototoestel;3.0;0.0;1.0;0.0;0.0;4.0
aangebeld;3.0;0.0;1.0;0.0;0.0;4.0
aannemelijk;1.0;0.0;3.0;0.0;0.0;4.0
hare;;;1.0;1.0;2.0;4.0
ongelukken;;;1.0;3.0;0.0;4.0
litteken;3.0;1.0;0.0;0.0;0.0;4.0
hierin;;;1.0;3.0;0.0;4.0
overgaan;;;1.0;3.0;0.0;4.0
vervangen;1.0;0.0;2.0;1.0;0.0;4.0
aangeven;3.0;0.0;0.0;1.0;0.0;4.0
regel;3.0;0.0;1.0;0.0;0.0;4.0
hoeveelheid;;;1.0;3.0;0.0;4.0
gepasseerd;1.0;0.0;0.0;3.0;0.0;4.0
fluitend;1.0;0.0;2.0;1.0;0.0;4.0
geschieden;;;1.0;3.0;0.0;4.0
lichtje;3.0;0.0;1.0;0.0;0.0;4.0
eigenaardige;;;1.0;3.0;0.0;4.0
stijgen;1.0;0.0;0.0;1.0;2.0;4.0
faam;;;1.0;0.0;3.0;4.0
vliegt;1.0;0.0;1.0;0.0;2.0;4.0
kogel;1.0;0.0;1.0;2.0;0.0;4.0
geweer;1.0;0.0;0.0;2.0;1.0;4.0
bromt;3.0;0.0;0.0;0.0;1.0;4.0
ontzetting;1.0;0.0;0.0;3.0;0.0;4.0
indertijd;1.0;0.0;2.0;1.0;0.0;4.0
bezaaid;1.0;0.0;0.0;3.0;0.0;4.0
groeten;;;1.0;2.0;1.0;4.0
blies;;;1.0;3.0;0.0;4.0
strenge;;;1.0;2.0;1.0;4.0
zussen;3.0;0.0;1.0;0.0;0.0;4.0
stelling;;;1.0;3.0;0.0;4.0
opgeruimd;3.0;0.0;0.0;0.0;1.0;4.0
verrassend;1.0;0.0;3.0;0.0;0.0;4.0
kruinen;;;1.0;0.0;3.0;4.0
barstte;1.0;0.0;2.0;1.0;0.0;4.0
geboekt;3.0;0.0;0.0;0.0;1.0;4.0
geworpen;;;1.0;3.0;0.0;4.0
schedel;1.0;0.0;1.0;0.0;2.0;4.0
onvermijdelijk;3.0;0.0;1.0;0.0;0.0;4.0
knikken;3.0;0.0;1.0;0.0;0.0;4.0
mengen;;;1.0;1.0;2.0;4.0
rij;1.0;0.0;1.0;2.0;0.0;4.0
politici;1.0;0.0;3.0;0.0;0.0;4.0
onmiddellijke;;;1.0;3.0;0.0;4.0
verspreid;1.0;0.0;3.0;0.0;0.0;4.0
welker;;;;3.0;1.0;4.0
combineren;3.0;0.0;1.0;0.0;0.0;4.0
leeuwen;;;;3.0;1.0;4.0
uitbarsting;1.0;0.0;1.0;2.0;0.0;4.0
speelgoed;;;1.0;3.0;0.0;4.0
gevoelig;3.0;0.0;1.0;0.0;0.0;4.0
inschatten;3.0;0.0;1.0;0.0;0.0;4.0
lukraak;3.0;0.0;1.0;0.0;0.0;4.0
nauw;3.0;0.0;0.0;0.0;1.0;4.0
onverstaanbare;1.0;0.0;0.0;3.0;0.0;4.0
bezat;;;1.0;3.0;0.0;4.0
opzichte;3.0;0.0;1.0;0.0;0.0;4.0
ontbeten;3.0;0.0;0.0;1.0;0.0;4.0
trad;;;1.0;1.0;2.0;4.0
gozer;3.0;0.0;1.0;0.0;0.0;4.0
asch;;;;3.0;1.0;4.0
daglicht;1.0;0.0;2.0;0.0;1.0;4.0
ontwaarde;;;1.0;3.0;0.0;4.0
overval;1.0;0.0;0.0;3.0;0.0;4.0
kanon;;;;3.0;1.0;4.0
verplichting;3.0;0.0;1.0;0.0;0.0;4.0
omstandigheden;3.0;0.0;0.0;1.0;0.0;4.0
bewaren;;;1.0;3.0;0.0;4.0
liegen;1.0;0.0;3.0;0.0;0.0;4.0
tijdstip;3.0;0.0;0.0;1.0;0.0;4.0
partner;1.0;0.0;3.0;0.0;0.0;4.0
gedragen;1.0;0.0;2.0;1.0;0.0;4.0
augustus;1.0;0.0;0.0;2.0;1.0;4.0
opgetrokken;;;1.0;3.0;0.0;4.0
eeuwige;;;1.0;2.0;1.0;4.0
verdoofd;1.0;0.0;2.0;0.0;1.0;4.0
onwaarschijnlijk;3.0;0.0;0.0;1.0;0.0;4.0
privé;3.0;0.0;1.0;0.0;0.0;4.0
gebogen;3.0;0.0;1.0;0.0;0.0;4.0
deinsde;1.0;1.0;2.0;0.0;0.0;4.0
stortte;1.0;0.0;0.0;2.0;1.0;4.0
kus;1.0;0.0;2.0;0.0;1.0;4.0
gejuich;;;1.0;2.0;1.0;4.0
stapels;1.0;0.0;2.0;0.0;1.0;4.0
dankbaarheid;;;1.0;3.0;0.0;4.0
kleinste;;;1.0;3.0;0.0;4.0
vos;1.0;0.0;0.0;3.0;0.0;4.0
letterlijk;1.0;0.0;3.0;0.0;0.0;4.0
dreigement;3.0;0.0;1.0;0.0;0.0;4.0
goedheid;;;1.0;1.0;2.0;4.0
vlees;3.0;0.0;1.0;0.0;0.0;4.0
lelijke;3.0;0.0;1.0;0.0;0.0;4.0
verlopen;3.0;0.0;1.0;0.0;0.0;4.0
regelt;3.0;1.0;0.0;0.0;0.0;4.0
constateerde;1.0;0.0;3.0;0.0;0.0;4.0
dwaas;;;1.0;2.0;1.0;4.0
opzetten;1.0;0.0;2.0;1.0;0.0;4.0
achtervolgde;;;1.0;3.0;0.0;4.0
eerdere;1.0;0.0;3.0;0.0;0.0;4.0
vernedering;3.0;0.0;1.0;0.0;0.0;4.0
neergestoken;3.0;0.0;1.0;0.0;0.0;4.0
tweeëntwintig;2.0;0.0;2.0;0.0;0.0;4.0
terroristen;4.0;0.0;0.0;0.0;0.0;4.0
bloederige;1.0;0.0;3.0;0.0;0.0;4.0
terugkomt;4.0;0.0;0.0;0.0;0.0;4.0
rolt;4.0;0.0;0.0;0.0;0.0;4.0
spontaan;4.0;0.0;0.0;0.0;0.0;4.0
duiden;4.0;0.0;0.0;0.0;0.0;4.0
makkelijker;4.0;0.0;0.0;0.0;0.0;4.0
verliest;4.0;0.0;0.0;0.0;0.0;4.0
stiletto;4.0;0.0;0.0;0.0;0.0;4.0
millimeter;4.0;0.0;0.0;0.0;0.0;4.0
toegetakeld;4.0;0.0;0.0;0.0;0.0;4.0
rechercheurs;4.0;0.0;0.0;0.0;0.0;4.0
edith;4.0;0.0;0.0;0.0;0.0;4.0
wijk;4.0;0.0;0.0;0.0;0.0;4.0
smalle;4.0;0.0;0.0;0.0;0.0;4.0
tv;4.0;0.0;0.0;0.0;0.0;4.0
gestart;4.0;0.0;0.0;0.0;0.0;4.0
rijckevorssel;4.0;0.0;0.0;0.0;0.0;4.0
bergkwartier;4.0;0.0;0.0;0.0;0.0;4.0
chevrolet;4.0;0.0;0.0;0.0;0.0;4.0
francisco;4.0;0.0;0.0;0.0;0.0;4.0
omheining;4.0;0.0;0.0;0.0;0.0;4.0
piets;4.0;0.0;0.0;0.0;0.0;4.0
gewenst;4.0;0.0;0.0;0.0;0.0;4.0
aantekeningen;4.0;0.0;0.0;0.0;0.0;4.0
waarschuwing;4.0;0.0;0.0;0.0;0.0;4.0
supporters;4.0;0.0;0.0;0.0;0.0;4.0
kaartje;4.0;0.0;0.0;0.0;0.0;4.0
opgeleverd;4.0;0.0;0.0;0.0;0.0;4.0
conflicten;4.0;0.0;0.0;0.0;0.0;4.0
beheerst;4.0;0.0;0.0;0.0;0.0;4.0
verblijfplaats;4.0;0.0;0.0;0.0;0.0;4.0
luik;4.0;0.0;0.0;0.0;0.0;4.0
gearmd;4.0;0.0;0.0;0.0;0.0;4.0
samenwerking;4.0;0.0;0.0;0.0;0.0;4.0
formele;4.0;0.0;0.0;0.0;0.0;4.0
dilemma;4.0;0.0;0.0;0.0;0.0;4.0
san;4.0;0.0;0.0;0.0;0.0;4.0
functie;4.0;0.0;0.0;0.0;0.0;4.0
dranken;;;;4.0;0.0;4.0
zuidoosten;;;;4.0;0.0;4.0
nevel;;;;4.0;0.0;4.0
stormwind;;;;4.0;0.0;4.0
karst;4.0;0.0;0.0;0.0;0.0;4.0
toenam;;;;4.0;0.0;4.0
klippen;;;;4.0;0.0;4.0
goedemiddag;4.0;0.0;0.0;0.0;0.0;4.0
lotgenooten;;;;4.0;0.0;4.0
begeleiders;;;;4.0;0.0;4.0
verbinding;4.0;0.0;0.0;0.0;0.0;4.0
toespraak;;;;4.0;0.0;4.0
ladders;;;;4.0;0.0;4.0
uitgevers;4.0;0.0;0.0;0.0;0.0;4.0
algemeene;;;;4.0;0.0;4.0
roode;;;;4.0;0.0;4.0
versierde;;;;4.0;0.0;4.0
telegraaf;4.0;0.0;0.0;0.0;0.0;4.0
zuidkust;;;;4.0;0.0;4.0
bittere;1.0;0.0;1.0;0.0;2.0;4.0
achterblijvenden;;;;4.0;0.0;4.0
coöperatief;4.0;0.0;0.0;0.0;0.0;4.0
vervolgt;4.0;0.0;0.0;0.0;0.0;4.0
gereedschap;4.0;0.0;0.0;0.0;0.0;4.0
straver;4.0;0.0;0.0;0.0;0.0;4.0
politiemensen;4.0;0.0;0.0;0.0;0.0;4.0
houtje;4.0;0.0;0.0;0.0;0.0;4.0
onderschat;4.0;0.0;0.0;0.0;0.0;4.0
eventueel;4.0;0.0;0.0;0.0;0.0;4.0
reflex;4.0;0.0;0.0;0.0;0.0;4.0
relevante;4.0;0.0;0.0;0.0;0.0;4.0
slimme;4.0;0.0;0.0;0.0;0.0;4.0
bristol;;;;4.0;0.0;4.0
kanaal;;;;4.0;0.0;4.0
getuigenonderzoek;4.0;0.0;0.0;0.0;0.0;4.0
informeren;4.0;0.0;0.0;0.0;0.0;4.0
amfetamine;4.0;0.0;0.0;0.0;0.0;4.0
voorover;4.0;0.0;0.0;0.0;0.0;4.0
krantenartikelen;4.0;0.0;0.0;0.0;0.0;4.0
stenen;4.0;0.0;0.0;0.0;0.0;4.0
snappen;4.0;0.0;0.0;0.0;0.0;4.0
morgenvroeg;4.0;0.0;0.0;0.0;0.0;4.0
economische;4.0;0.0;0.0;0.0;0.0;4.0
espresso;4.0;0.0;0.0;0.0;0.0;4.0
schuift;4.0;0.0;0.0;0.0;0.0;4.0
gordijn;4.0;0.0;0.0;0.0;0.0;4.0
tuurt;4.0;0.0;0.0;0.0;0.0;4.0
gediend;4.0;0.0;0.0;0.0;0.0;4.0
gestaag;4.0;0.0;0.0;0.0;0.0;4.0
ogenschijnlijk;4.0;0.0;0.0;0.0;0.0;4.0
basisschool;4.0;0.0;0.0;0.0;0.0;4.0
bevat;4.0;0.0;0.0;0.0;0.0;4.0
onduidelijkheid;4.0;0.0;0.0;0.0;0.0;4.0
belangrijker;4.0;0.0;0.0;0.0;0.0;4.0
kroeg;4.0;0.0;0.0;0.0;0.0;4.0
koste;4.0;0.0;0.0;0.0;0.0;4.0
nuchter;4.0;0.0;0.0;0.0;0.0;4.0
potentiële;4.0;0.0;0.0;0.0;0.0;4.0
wuifde;1.0;0.0;3.0;0.0;0.0;4.0
oefenen;1.0;0.0;3.0;0.0;0.0;4.0
huilde;1.0;1.0;2.0;0.0;0.0;4.0
whistle;4.0;0.0;0.0;0.0;0.0;4.0
verbroken;4.0;0.0;0.0;0.0;0.0;4.0
snerpende;4.0;0.0;0.0;0.0;0.0;4.0
rukte;1.0;0.0;2.0;1.0;0.0;4.0
knikje;4.0;0.0;0.0;0.0;0.0;4.0
fluitspeler;4.0;0.0;0.0;0.0;0.0;4.0
hinderlaag;4.0;0.0;0.0;0.0;0.0;4.0
oktober;4.0;0.0;0.0;0.0;0.0;4.0
studeerkamer;4.0;0.0;0.0;0.0;0.0;4.0
traditie;4.0;0.0;0.0;0.0;0.0;4.0
energiebedrijven;4.0;0.0;0.0;0.0;0.0;4.0
succesvolle;4.0;0.0;0.0;0.0;0.0;4.0
obstakel;4.0;0.0;0.0;0.0;0.0;4.0
soepel;4.0;0.0;0.0;0.0;0.0;4.0
samenwonen;4.0;0.0;0.0;0.0;0.0;4.0
moordzaken;4.0;0.0;0.0;0.0;0.0;4.0
betaalt;4.0;0.0;0.0;0.0;0.0;4.0
hagenees;4.0;0.0;0.0;0.0;0.0;4.0
studeren;4.0;0.0;0.0;0.0;0.0;4.0
thermoskan;4.0;0.0;0.0;0.0;0.0;4.0
doorgronden;4.0;0.0;0.0;0.0;0.0;4.0
botst;4.0;0.0;0.0;0.0;0.0;4.0
ongelukje;4.0;0.0;0.0;0.0;0.0;4.0
ploft;4.0;0.0;0.0;0.0;0.0;4.0
suggestie;4.0;0.0;0.0;0.0;0.0;4.0
hypothesen;4.0;0.0;0.0;0.0;0.0;4.0
grijnst;4.0;0.0;0.0;0.0;0.0;4.0
rijbewijs;4.0;0.0;0.0;0.0;0.0;4.0
losse;4.0;0.0;0.0;0.0;0.0;4.0
ondertoon;4.0;0.0;0.0;0.0;0.0;4.0
binnenstapt;4.0;0.0;0.0;0.0;0.0;4.0
krabt;4.0;0.0;0.0;0.0;0.0;4.0
beweegt;4.0;0.0;0.0;0.0;0.0;4.0
overspannenheid;4.0;0.0;0.0;0.0;0.0;4.0
molen;4.0;0.0;0.0;0.0;0.0;4.0
bordeauxrode;4.0;0.0;0.0;0.0;0.0;4.0
meegekregen;4.0;0.0;0.0;0.0;0.0;4.0
link;4.0;0.0;0.0;0.0;0.0;4.0
hoopt;4.0;0.0;0.0;0.0;0.0;4.0
sjokt;4.0;0.0;0.0;0.0;0.0;4.0
comfortabel;1.0;0.0;3.0;0.0;0.0;4.0
ribbenkast;4.0;0.0;0.0;0.0;0.0;4.0
speed;4.0;0.0;0.0;0.0;0.0;4.0
afgevraagd;4.0;0.0;0.0;0.0;0.0;4.0
dwingend;4.0;0.0;0.0;0.0;0.0;4.0
constateert;4.0;0.0;0.0;0.0;0.0;4.0
ado;4.0;0.0;0.0;0.0;0.0;4.0
verhuisd;4.0;0.0;0.0;0.0;0.0;4.0
zinloos;4.0;0.0;0.0;0.0;0.0;4.0
korpschef;4.0;0.0;0.0;0.0;0.0;4.0
beklom;;;;4.0;0.0;4.0
bevrijden;;;;4.0;0.0;4.0
scheuren;3.0;0.0;1.0;0.0;0.0;4.0
gerustgesteld;;;;4.0;0.0;4.0
holland;;;;4.0;0.0;4.0
geleide;;;;4.0;0.0;4.0
mikado;;;;4.0;0.0;4.0
tallooze;;;;4.0;0.0;4.0
amboyna;;;;4.0;0.0;4.0
ostende;;;;4.0;0.0;4.0
woningen;;;;4.0;0.0;4.0
bekwame;1.0;0.0;0.0;3.0;0.0;4.0
bonaskar;;;;4.0;0.0;4.0
beschadigd;1.0;0.0;2.0;1.0;0.0;4.0
engelsman;4.0;0.0;0.0;0.0;0.0;4.0
sierlijke;1.0;0.0;1.0;2.0;0.0;4.0
andré;;;;4.0;0.0;4.0
huisheer;;;;4.0;0.0;4.0
roofschip;;;;4.0;0.0;4.0
uitnoodiging;;;;4.0;0.0;4.0
glubdubdrib;;;;4.0;0.0;4.0
all;4.0;0.0;0.0;0.0;0.0;4.0
havencommandant;;;;4.0;0.0;4.0
noordwestenwind;;;;4.0;0.0;4.0
kogels;;;;4.0;0.0;4.0
roovers;;;;4.0;0.0;4.0
dozen;4.0;0.0;0.0;0.0;0.0;4.0
europeër;;;;4.0;0.0;4.0
landingsplaats;;;;4.0;0.0;4.0
taalmeester;;;;4.0;0.0;4.0
merkwaardigheden;;;;4.0;0.0;4.0
begeleider;;;;4.0;0.0;4.0
geschenken;;;;4.0;0.0;4.0
oevers;;;;4.0;0.0;4.0
europeesche;;;;4.0;0.0;4.0
overlegde;;;;4.0;0.0;4.0
zeeofficier;;;;4.0;0.0;4.0
havenplaats;;;;4.0;0.0;4.0
gereageerd;4.0;0.0;0.0;0.0;0.0;4.0
omgedraaid;1.0;0.0;3.0;0.0;0.0;4.0
heelemaal;;;;4.0;0.0;4.0
lampen;3.0;0.0;0.0;1.0;0.0;4.0
verzorging;1.0;0.0;0.0;3.0;0.0;4.0
afvragen;3.0;0.0;1.0;0.0;0.0;4.0
gewoond;3.0;0.0;1.0;0.0;0.0;4.0
post;3.0;0.0;1.0;0.0;0.0;4.0
gekend;1.0;0.0;2.0;0.0;1.0;4.0
daken;;;;3.0;1.0;4.0
verkoop;3.0;0.0;0.0;1.0;0.0;4.0
whisky;3.0;0.0;1.0;0.0;0.0;4.0
maaien;1.0;0.0;0.0;3.0;0.0;4.0
gemiddelde;1.0;0.0;3.0;0.0;0.0;4.0
beschut;;;;3.0;1.0;4.0
warmte;1.0;1.0;1.0;1.0;0.0;4.0
tweeën;1.0;0.0;1.0;2.0;0.0;4.0
gladde;1.0;0.0;2.0;1.0;0.0;4.0
gazon;3.0;0.0;1.0;0.0;0.0;4.0
verschijning;1.0;0.0;2.0;1.0;0.0;4.0
kap;3.0;0.0;1.0;0.0;0.0;4.0
verhoren;4.0;0.0;0.0;0.0;0.0;4.0
ideeën;1.0;0.0;3.0;0.0;0.0;4.0
voorgoed;4.0;0.0;0.0;0.0;0.0;4.0
brit;4.0;0.0;0.0;0.0;0.0;4.0
opgeëist;4.0;0.0;0.0;0.0;0.0;4.0
diepen;;;;3.0;1.0;4.0
februari;4.0;0.0;0.0;0.0;0.0;4.0
bomaanslag;4.0;0.0;0.0;0.0;0.0;4.0
celle;4.0;0.0;0.0;0.0;0.0;4.0
rosslare;4.0;0.0;0.0;0.0;0.0;4.0
garde;1.0;0.0;0.0;3.0;0.0;4.0
drijvende;1.0;0.0;0.0;3.0;0.0;4.0
ingeving;3.0;0.0;1.0;0.0;0.0;4.0
kruipen;3.0;0.0;0.0;1.0;0.0;4.0
geweldige;1.0;0.0;2.0;1.0;0.0;4.0
edele;;;;3.0;1.0;4.0
waartegen;1.0;0.0;0.0;3.0;0.0;4.0
koopwaren;;;;4.0;0.0;4.0
hanoi;;;;4.0;0.0;4.0
portsmouth;;;;4.0;0.0;4.0
vergaan;;;;4.0;0.0;4.0
vierhonderd;;;;4.0;0.0;4.0
oibibio;4.0;0.0;0.0;0.0;0.0;4.0
schapen;;;;4.0;0.0;4.0
hutten;;;;4.0;0.0;4.0
nauwkeurige;;;;4.0;0.0;4.0
tragische;4.0;0.0;0.0;0.0;0.0;4.0
staatsraad;;;;4.0;0.0;4.0
breedvoerig;;;;4.0;0.0;4.0
afzonderlijke;;;;4.0;0.0;4.0
beloof;4.0;0.0;0.0;0.0;0.0;4.0
graanvelden;;;;4.0;0.0;4.0
zenden;;;;4.0;0.0;4.0
