Palabra;Categoría Gramatical;Oxford3000;Oxford5000;Voc;aGameOfThrones;aClashOfKings.1;aSTormOfSwords;Hp1;Hp2;Hp3;Hp4;Hp5;Hp6;Hp7;NameOfTheWind;theSlowRegardOfSilentThings;Pride and prejudice;Suma Total
climbing;;;;;16.0;9.0;27.0;3.0;3.0;2.0;8.0;3.0;5.0;6.0;12.0;5.0;0.0;99.0
needle;noun;b1;b1;2.0;38.0;29.0;11.0;2.0;0.0;0.0;1.0;1.0;1.0;1.0;15.0;0.0;0.0;99.0
thoros;;;;;9.0;4.0;86.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;99.0
dim;;;;;7.0;10.0;21.0;0.0;2.0;6.0;7.0;9.0;5.0;1.0;25.0;6.0;0.0;99.0
ful;;;;;32.0;19.0;31.0;0.0;0.0;6.0;1.0;4.0;3.0;3.0;0.0;0.0;0.0;99.0
lied;;;;;13.0;17.0;21.0;1.0;3.0;3.0;6.0;10.0;5.0;9.0;10.0;0.0;0.0;98.0
accept;verb;a2;a2;1.0;5.0;15.0;12.0;2.0;1.0;2.0;8.0;7.0;9.0;13.0;7.0;0.0;17.0;98.0
plans;;;;;11.0;18.0;18.0;0.0;1.0;1.0;5.0;13.0;11.0;15.0;2.0;0.0;3.0;98.0
sprout;;;;;2.0;3.0;1.0;4.0;26.0;2.0;14.0;16.0;20.0;10.0;0.0;0.0;0.0;98.0
meaning;noun;a1;a1;1.0;10.0;10.0;14.0;0.0;6.0;0.0;9.0;11.0;5.0;11.0;8.0;0.0;14.0;98.0
stumbled;;;;;23.0;14.0;25.0;4.0;3.0;3.0;1.0;2.0;11.0;7.0;5.0;0.0;0.0;98.0
meryn;;;;;29.0;36.0;33.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;98.0
decide;verb;a1;a1;1.0;8.0;7.0;8.0;4.0;2.0;3.0;8.0;20.0;12.0;12.0;10.0;0.0;4.0;98.0
bitterly;;;;;10.0;12.0;14.0;3.0;3.0;8.0;12.0;15.0;8.0;5.0;6.0;0.0;2.0;98.0
filthy;;;;;10.0;7.0;5.0;1.0;6.0;6.0;7.0;15.0;21.0;11.0;9.0;0.0;0.0;98.0
companions;;;;;11.0;27.0;45.0;0.0;0.0;0.0;2.0;2.0;0.0;3.0;1.0;0.0;7.0;98.0
headless;;;;;2.0;3.0;2.0;6.0;38.0;3.0;14.0;23.0;4.0;3.0;0.0;0.0;0.0;98.0
future;adjective;a2;a2;1.0;9.0;9.0;9.0;2.0;4.0;13.0;8.0;11.0;4.0;5.0;9.0;0.0;15.0;98.0
concerned;adjective;b2;b2;2.0;7.0;11.0;10.0;2.0;2.0;4.0;10.0;11.0;9.0;7.0;7.0;0.0;18.0;98.0
kingsley;;;;;0.0;;;;;;;44.0;2.0;52.0;0.0;0.0;0.0;98.0
excitedly;;;;;3.0;2.0;0.0;6.0;8.0;11.0;28.0;19.0;6.0;6.0;7.0;2.0;0.0;98.0
patch;noun;-1;c1;3.0;0.0;7.0;5.0;2.0;9.0;10.0;19.0;17.0;12.0;6.0;11.0;0.0;0.0;98.0
grandfather;noun;a1;a1;1.0;12.0;20.0;40.0;2.0;1.0;1.0;2.0;6.0;6.0;3.0;4.0;0.0;1.0;98.0
nature;noun;a2;a2;1.0;5.0;6.0;9.0;0.0;1.0;1.0;6.0;5.0;7.0;4.0;27.0;3.0;24.0;98.0
cheese;noun;a1;a1;1.0;17.0;27.0;35.0;0.0;3.0;0.0;1.0;1.0;1.0;1.0;11.0;0.0;0.0;97.0
bin;noun;a2;a2;1.0;0.0;2.0;0.0;12.0;7.0;14.0;7.0;31.0;16.0;6.0;1.0;1.0;0.0;97.0
famous;adjective;a1;a1;1.0;0.0;3.0;7.0;24.0;16.0;6.0;14.0;9.0;7.0;10.0;1.0;0.0;0.0;97.0
bits;;;;;8.0;16.0;18.0;5.0;4.0;3.0;5.0;16.0;5.0;7.0;8.0;2.0;0.0;97.0
lizzy;;;;;0.0;;;;;;;;;;;;97.0;97.0
chancellor;;;;;0.0;;;;;;;;1.0;0.0;96.0;0.0;0.0;97.0
handle;noun;b2;b2;2.0;7.0;5.0;3.0;8.0;5.0;13.0;8.0;14.0;4.0;9.0;19.0;2.0;0.0;97.0
triwizard;;;;;0.0;;;;;;81.0;12.0;2.0;2.0;0.0;0.0;0.0;97.0
hunt;noun;b2;b2;2.0;30.0;24.0;22.0;1.0;6.0;2.0;0.0;3.0;3.0;3.0;2.0;1.0;0.0;97.0
lined;;;;;11.0;11.0;17.0;2.0;4.0;1.0;10.0;14.0;6.0;9.0;11.0;1.0;0.0;97.0
draccus;;;;;0.0;;;;;;;;;;97.0;0.0;0.0;97.0
hilt;;;;;20.0;23.0;34.0;0.0;2.0;0.0;1.0;0.0;1.0;11.0;5.0;0.0;0.0;97.0
gardiner;;;;;0.0;;;;;;;;;;;;97.0;97.0
goat;;;;;10.0;20.0;56.0;1.0;0.0;0.0;1.0;0.0;1.0;5.0;2.0;1.0;0.0;97.0
situation;noun;a1;a1;1.0;1.0;1.0;2.0;0.0;1.0;2.0;9.0;11.0;10.0;5.0;17.0;0.0;38.0;97.0
objects;;;;;0.0;;;1.0;1.0;2.0;14.0;9.0;26.0;36.0;1.0;0.0;7.0;97.0
bye;exclamation;a1;a1;1.0;3.0;0.0;0.0;10.0;7.0;13.0;21.0;13.0;13.0;10.0;2.0;0.0;5.0;97.0
raw;adjective;b2;b2;2.0;25.0;20.0;26.0;1.0;0.0;2.0;3.0;7.0;1.0;4.0;6.0;2.0;0.0;97.0
eaten;;;;;12.0;22.0;13.0;5.0;2.0;5.0;4.0;8.0;4.0;7.0;12.0;3.0;0.0;97.0
nights;;;;;23.0;22.0;26.0;1.0;1.0;3.0;0.0;3.0;0.0;4.0;14.0;0.0;0.0;97.0
wave;noun;a2;a2;1.0;3.0;5.0;5.0;4.0;5.0;9.0;15.0;15.0;8.0;10.0;16.0;1.0;1.0;97.0
madness;;;;;17.0;20.0;27.0;0.0;0.0;1.0;17.0;3.0;2.0;5.0;5.0;0.0;0.0;97.0
obvious;adjective;b1;b1;2.0;5.0;3.0;6.0;4.0;6.0;7.0;9.0;10.0;10.0;11.0;24.0;1.0;1.0;97.0
lee;;;;;0.0;;1.0;10.0;6.0;11.0;20.0;31.0;1.0;17.0;0.0;0.0;0.0;97.0
straw;;;;;13.0;27.0;23.0;1.0;2.0;3.0;5.0;3.0;2.0;0.0;14.0;3.0;0.0;96.0
stair;noun;a2;a2;1.0;17.0;19.0;33.0;0.0;2.0;3.0;2.0;4.0;1.0;1.0;0.0;14.0;0.0;96.0
greyback;;;;;0.0;;;;;;;;24.0;72.0;0.0;0.0;0.0;96.0
shone;;;;;24.0;18.0;14.0;4.0;7.0;2.0;4.0;2.0;2.0;6.0;10.0;3.0;0.0;96.0
choked;;;;;9.0;6.0;24.0;3.0;7.0;9.0;4.0;6.0;8.0;7.0;11.0;2.0;0.0;96.0
spinning;;;;;13.0;15.0;16.0;1.0;7.0;2.0;4.0;13.0;8.0;7.0;7.0;3.0;0.0;96.0
lanre;;;;;0.0;;;;;;;;;;96.0;0.0;0.0;96.0
closing;;;;;10.0;10.0;9.0;0.0;8.0;6.0;7.0;17.0;10.0;8.0;11.0;0.0;0.0;96.0
training;noun;a2;a2;1.0;12.0;8.0;21.0;6.0;9.0;5.0;5.0;15.0;3.0;2.0;10.0;0.0;0.0;96.0
proved;;;;;6.0;10.0;29.0;0.0;1.0;2.0;4.0;6.0;11.0;5.0;5.0;0.0;17.0;96.0
signs;;;;;4.0;7.0;8.0;1.0;3.0;2.0;6.0;26.0;4.0;6.0;27.0;0.0;1.0;95.0
lack;noun;b1;b1;2.0;6.0;15.0;23.0;0.0;0.0;1.0;9.0;7.0;10.0;9.0;13.0;2.0;0.0;95.0
natural;adjective;a1;a1;1.0;7.0;6.0;15.0;2.0;1.0;2.0;3.0;4.0;11.0;8.0;14.0;0.0;22.0;95.0
private;adjective;b1;b1;2.0;6.0;6.0;4.0;3.0;5.0;3.0;14.0;13.0;13.0;7.0;8.0;2.0;11.0;95.0
animal;noun;a1;a1;1.0;27.0;13.0;7.0;3.0;2.0;10.0;4.0;5.0;1.0;3.0;19.0;0.0;1.0;95.0
special;adjective;a1;a1;1.0;12.0;6.0;1.0;7.0;12.0;4.0;4.0;11.0;13.0;6.0;16.0;1.0;2.0;95.0
brynden;;;;;53.0;16.0;26.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;95.0
flash;noun;b2;b2;2.0;5.0;7.0;5.0;7.0;2.0;6.0;9.0;9.0;15.0;14.0;16.0;0.0;0.0;95.0
trip;noun;a1;a1;1.0;4.0;4.0;1.0;4.0;1.0;7.0;2.0;10.0;13.0;6.0;39.0;4.0;0.0;95.0
oddly;;;;;8.0;6.0;2.0;2.0;2.0;3.0;16.0;19.0;10.0;7.0;16.0;3.0;1.0;95.0
spit;;;;;21.0;32.0;24.0;0.0;4.0;2.0;1.0;3.0;0.0;2.0;6.0;0.0;0.0;95.0
dirty;adjective;a1;a1;1.0;7.0;8.0;3.0;4.0;7.0;1.0;3.0;20.0;11.0;17.0;10.0;0.0;4.0;95.0
guilty;adjective;b1;b1;2.0;6.0;7.0;22.0;2.0;5.0;5.0;3.0;16.0;7.0;6.0;14.0;0.0;2.0;95.0
st;;;;;0.0;;;2.0;1.0;5.0;7.0;53.0;10.0;10.0;0.0;0.0;7.0;95.0
wishing;;;;;10.0;9.0;12.0;4.0;7.0;4.0;8.0;7.0;6.0;7.0;5.0;2.0;14.0;95.0
glow;;;;;10.0;18.0;19.0;0.0;3.0;4.0;1.0;8.0;11.0;10.0;4.0;4.0;3.0;95.0
safety;noun;b1;b1;2.0;9.0;13.0;11.0;1.0;1.0;8.0;6.0;5.0;8.0;12.0;18.0;1.0;1.0;94.0
bottles;;;;;4.0;2.0;0.0;7.0;2.0;4.0;4.0;9.0;23.0;4.0;17.0;18.0;0.0;94.0
due;adjective;b1;b1;2.0;4.0;5.0;7.0;1.0;2.0;2.0;9.0;12.0;13.0;13.0;14.0;1.0;11.0;94.0
hills;;;;;22.0;14.0;36.0;1.0;0.0;1.0;0.0;2.0;1.0;5.0;9.0;0.0;3.0;94.0
eager;adjective;-1;c1;3.0;9.0;10.0;4.0;3.0;2.0;2.0;4.0;14.0;4.0;2.0;22.0;5.0;13.0;94.0
stables;;;;;31.0;27.0;30.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;1.0;94.0
fields;;;;;26.0;20.0;29.0;3.0;2.0;0.0;0.0;0.0;1.0;1.0;11.0;0.0;1.0;94.0
curiously;;;;;10.0;6.0;8.0;5.0;6.0;7.0;14.0;9.0;3.0;7.0;17.0;2.0;0.0;94.0
opportunity;noun;a2;a2;1.0;1.0;1.0;0.0;0.0;0.0;5.0;10.0;14.0;5.0;10.0;19.0;0.0;29.0;94.0
slaves;;;;;36.0;5.0;52.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;94.0
greatjon;;;;;32.0;15.0;47.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;94.0
impression;noun;b1;b1;2.0;0.0;0.0;0.0;0.0;4.0;9.0;12.0;24.0;17.0;15.0;6.0;0.0;7.0;94.0
innkeeper;;;;;0.0;9.0;1.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;81.0;0.0;0.0;94.0
wonderful;adjective;a1;a1;1.0;2.0;2.0;3.0;6.0;8.0;6.0;3.0;20.0;9.0;10.0;22.0;0.0;3.0;94.0
waste;adjective;b1;b1;2.0;6.0;27.0;16.0;2.0;3.0;1.0;3.0;8.0;6.0;7.0;14.0;0.0;1.0;94.0
ends;;;;;16.0;9.0;19.0;4.0;9.0;4.0;7.0;7.0;5.0;4.0;7.0;2.0;0.0;93.0
worn;;;;;15.0;11.0;25.0;0.0;1.0;3.0;6.0;6.0;1.0;8.0;13.0;2.0;2.0;93.0
basin;;;;;4.0;6.0;2.0;0.0;5.0;2.0;21.0;7.0;24.0;11.0;4.0;7.0;0.0;93.0
redwyne;;;;;15.0;35.0;43.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;93.0
chairs;;;;;3.0;6.0;4.0;3.0;8.0;4.0;16.0;19.0;7.0;13.0;10.0;0.0;0.0;93.0
corpse;;;;;23.0;28.0;31.0;0.0;0.0;2.0;0.0;1.0;1.0;4.0;3.0;0.0;0.0;93.0
chambers;;;;;24.0;34.0;31.0;0.0;0.0;1.0;0.0;1.0;0.0;2.0;0.0;0.0;0.0;93.0
brilliant;adjective;a2;a2;1.0;1.0;1.0;2.0;8.0;16.0;5.0;7.0;12.0;11.0;21.0;9.0;0.0;0.0;93.0
staying;;;;;4.0;6.0;3.0;4.0;5.0;10.0;8.0;13.0;7.0;12.0;9.0;2.0;10.0;93.0
interrupted;;;;;10.0;4.0;1.0;3.0;4.0;9.0;3.0;16.0;12.0;8.0;14.0;0.0;9.0;93.0
advice;noun;a1;a1;1.0;1.0;1.0;4.0;3.0;3.0;1.0;9.0;28.0;3.0;4.0;20.0;0.0;16.0;93.0
sorting;;;;;0.0;1.0;0.0;8.0;22.0;2.0;14.0;26.0;5.0;13.0;2.0;0.0;0.0;93.0
flint;;;;;11.0;10.0;28.0;14.0;11.0;15.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;93.0
fun;adjective;a2;a2;1.0;4.0;2.0;1.0;8.0;6.0;3.0;23.0;15.0;7.0;5.0;11.0;0.0;8.0;93.0
boros;;;;;22.0;39.0;32.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;93.0
bedchamber;;;;;21.0;41.0;31.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;93.0
hearth;;;;;15.0;21.0;35.0;0.0;1.0;0.0;9.0;0.0;0.0;1.0;8.0;2.0;1.0;93.0
midnight;noun;a1;a1;1.0;6.0;9.0;8.0;11.0;6.0;8.0;8.0;12.0;8.0;12.0;5.0;0.0;0.0;93.0
spend;verb;a1;a1;1.0;13.0;6.0;5.0;2.0;3.0;9.0;4.0;10.0;3.0;4.0;21.0;0.0;13.0;93.0
satisfied;adjective;b2;b2;2.0;1.0;3.0;8.0;0.0;6.0;3.0;4.0;12.0;11.0;3.0;8.0;0.0;34.0;93.0
stirred;;;;;15.0;12.0;17.0;0.0;0.0;3.0;4.0;6.0;3.0;10.0;13.0;10.0;0.0;93.0
painful;adjective;b1;b1;2.0;8.0;2.0;4.0;3.0;3.0;3.0;10.0;13.0;8.0;10.0;15.0;0.0;14.0;93.0
visible;adjective;-1;b2;2.0;5.0;6.0;6.0;2.0;9.0;6.0;11.0;14.0;11.0;15.0;3.0;0.0;5.0;93.0
passage;noun;b2;b2;2.0;3.0;3.0;14.0;4.0;10.0;15.0;6.0;7.0;3.0;22.0;4.0;0.0;2.0;93.0
cupboard;noun;a2;a2;1.0;0.0;0.0;0.0;22.0;12.0;10.0;10.0;18.0;11.0;10.0;0.0;0.0;0.0;93.0
toad;;;;;27.0;7.0;12.0;16.0;3.0;6.0;2.0;15.0;1.0;2.0;1.0;0.0;0.0;92.0
fill;verb;a1;a1;1.0;12.0;13.0;21.0;1.0;0.0;2.0;9.0;8.0;2.0;5.0;14.0;4.0;1.0;92.0
trick;noun;b1;b1;2.0;8.0;17.0;10.0;3.0;2.0;7.0;8.0;7.0;8.0;4.0;16.0;2.0;0.0;92.0
fel;;;;;33.0;27.0;29.0;0.0;0.0;2.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;92.0
movement;noun;a2;a2;1.0;3.0;3.0;5.0;3.0;5.0;5.0;10.0;24.0;6.0;20.0;8.0;0.0;0.0;92.0
bang;;;;;1.0;2.0;4.0;1.0;11.0;10.0;11.0;16.0;13.0;22.0;1.0;0.0;0.0;92.0
manet;;;;;0.0;;;;;;;;;;92.0;0.0;0.0;92.0
expelled;;;;;0.0;1.0;0.0;13.0;19.0;10.0;4.0;24.0;3.0;3.0;15.0;0.0;0.0;92.0
pot;noun;b1;b1;2.0;11.0;18.0;8.0;0.0;4.0;1.0;3.0;5.0;11.0;5.0;14.0;12.0;0.0;92.0
pipes;;;;;1.0;7.0;9.0;0.0;8.0;0.0;0.0;3.0;0.0;0.0;39.0;25.0;0.0;92.0
teaching;noun;a2;a2;1.0;4.0;3.0;7.0;1.0;2.0;9.0;9.0;25.0;15.0;4.0;11.0;0.0;2.0;92.0
muffled;;;;;8.0;12.0;10.0;3.0;5.0;2.0;8.0;15.0;6.0;15.0;7.0;1.0;0.0;92.0
lovegood;;;;;0.0;;;;;;;38.0;5.0;49.0;0.0;0.0;0.0;92.0
prepared;adjective;b1;b1;2.0;8.0;5.0;10.0;2.0;1.0;5.0;16.0;8.0;15.0;7.0;5.0;0.0;10.0;92.0
panting;;;;;3.0;6.0;1.0;1.0;7.0;9.0;10.0;19.0;9.0;21.0;4.0;1.0;1.0;92.0
shifted;;;;;15.0;16.0;19.0;0.0;3.0;2.0;1.0;8.0;1.0;4.0;17.0;6.0;0.0;92.0
shoes;;;;;1.0;7.0;7.0;2.0;10.0;0.0;4.0;6.0;2.0;7.0;44.0;1.0;1.0;92.0
tucked;;;;;5.0;3.0;15.0;3.0;4.0;7.0;3.0;0.0;2.0;7.0;28.0;15.0;0.0;92.0
ringing;;;;;20.0;13.0;25.0;1.0;1.0;3.0;4.0;9.0;3.0;4.0;8.0;1.0;0.0;92.0
glimpsed;;;;;22.0;24.0;18.0;0.0;1.0;5.0;2.0;5.0;5.0;7.0;0.0;3.0;0.0;92.0
longbottom;;;;;0.0;;;9.0;11.0;17.0;11.0;26.0;9.0;9.0;0.0;0.0;0.0;92.0
cressen;;;;;0.0;83.0;9.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;92.0
ar;;;;;26.0;24.0;28.0;0.0;0.0;6.0;1.0;1.0;5.0;1.0;0.0;0.0;0.0;92.0
general;adjective;a2;a2;1.0;1.0;0.0;2.0;0.0;1.0;1.0;4.0;8.0;3.0;9.0;11.0;0.0;51.0;91.0
roose;;;;;18.0;27.0;46.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;91.0
escort;;;;;23.0;33.0;22.0;0.0;2.0;0.0;2.0;4.0;1.0;1.0;3.0;0.0;0.0;91.0
loads;;;;;0.0;2.0;5.0;8.0;8.0;10.0;18.0;22.0;7.0;11.0;0.0;0.0;0.0;91.0
yrio;;;;;61.0;9.0;21.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;91.0
express;verb;a2;a2;1.0;0.0;1.0;2.0;2.0;10.0;10.0;15.0;5.0;11.0;9.0;2.0;0.0;24.0;91.0
advanced;adjective;b1;b1;2.0;1.0;2.0;3.0;1.0;2.0;5.0;4.0;14.0;32.0;6.0;16.0;0.0;5.0;91.0
dirk;;;;;15.0;25.0;28.0;0.0;0.0;0.0;0.0;0.0;1.0;22.0;0.0;0.0;0.0;91.0
bride;noun;b1;b1;2.0;21.0;20.0;44.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0;0.0;3.0;91.0
belwas;;;;;0.0;18.0;73.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;91.0
uncomfortable;adjective;b1;b1;2.0;13.0;3.0;9.0;1.0;3.0;2.0;4.0;10.0;15.0;8.0;16.0;0.0;7.0;91.0
foul;;;;;6.0;10.0;22.0;4.0;9.0;5.0;8.0;14.0;0.0;4.0;8.0;0.0;1.0;91.0
seek;verb;b2;b2;2.0;11.0;24.0;14.0;2.0;0.0;0.0;6.0;3.0;1.0;14.0;8.0;0.0;8.0;91.0
comfortable;adjective;a2;a2;1.0;8.0;4.0;12.0;2.0;0.0;3.0;6.0;7.0;9.0;4.0;22.0;1.0;12.0;90.0
fifth;ordinal number;a1;a1;1.0;5.0;6.0;13.0;2.0;3.0;6.0;11.0;30.0;4.0;1.0;6.0;2.0;1.0;90.0
breasts;;;;;25.0;27.0;34.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;1.0;0.0;90.0
archers;;;;;19.0;29.0;42.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;90.0
column;noun;a2;a2;1.0;17.0;28.0;36.0;0.0;0.0;1.0;2.0;3.0;3.0;0.0;0.0;0.0;0.0;90.0
sigh;noun;-1;c1;3.0;8.0;5.0;6.0;3.0;1.0;4.0;5.0;13.0;6.0;3.0;32.0;2.0;2.0;90.0
previous;adjective;b1;b1;2.0;3.0;1.0;0.0;0.0;2.0;4.0;14.0;18.0;20.0;11.0;13.0;1.0;3.0;90.0
bludger;;;;;0.0;;;9.0;33.0;12.0;7.0;19.0;9.0;1.0;0.0;0.0;0.0;90.0
breathed;;;;;7.0;7.0;3.0;2.0;7.0;9.0;6.0;16.0;8.0;9.0;10.0;5.0;1.0;90.0
noye;;;;;14.0;6.0;70.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;90.0
guests;;;;;6.0;18.0;41.0;0.0;1.0;1.0;4.0;0.0;5.0;10.0;3.0;0.0;1.0;90.0
dursley;;;;;0.0;;;56.0;6.0;5.0;2.0;7.0;4.0;10.0;0.0;0.0;0.0;90.0
beating;;;;;10.0;10.0;20.0;2.0;6.0;3.0;5.0;15.0;3.0;10.0;6.0;0.0;0.0;90.0
chuckled;;;;;12.0;7.0;23.0;7.0;2.0;5.0;2.0;4.0;6.0;0.0;22.0;0.0;0.0;90.0
grateful;adjective;b1;b1;2.0;12.0;17.0;18.0;3.0;4.0;2.0;2.0;9.0;4.0;4.0;2.0;0.0;13.0;90.0
ridden;;;;;34.0;25.0;22.0;0.0;1.0;2.0;1.0;0.0;3.0;0.0;2.0;0.0;0.0;90.0
ash;noun;-1;c1;3.0;8.0;13.0;20.0;0.0;3.0;2.0;1.0;4.0;2.0;0.0;30.0;7.0;0.0;90.0
rangers;;;;;29.0;33.0;27.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;89.0
rooms;;;;;12.0;6.0;10.0;2.0;7.0;8.0;0.0;8.0;7.0;2.0;18.0;0.0;9.0;89.0
warrior;noun;-1;c1;3.0;16.0;31.0;30.0;0.0;0.0;0.0;0.0;0.0;0.0;12.0;0.0;0.0;0.0;89.0
mordane;;;;;75.0;9.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;89.0
privet;;;;;0.0;;;16.0;9.0;9.0;16.0;24.0;7.0;8.0;0.0;0.0;0.0;89.0
pensieve;;;;;0.0;;;;;;31.0;26.0;26.0;6.0;0.0;0.0;0.0;89.0
forbidden;;;;;8.0;4.0;2.0;9.0;7.0;11.0;9.0;16.0;7.0;13.0;3.0;0.0;0.0;89.0
birth;noun;a2;a2;1.0;11.0;24.0;37.0;0.0;0.0;0.0;3.0;3.0;2.0;2.0;2.0;0.0;5.0;89.0
slave;noun;b2;b2;2.0;12.0;5.0;64.0;0.0;0.0;0.0;4.0;0.0;0.0;1.0;1.0;0.0;2.0;89.0
soared;;;;;2.0;1.0;2.0;2.0;5.0;11.0;16.0;25.0;9.0;16.0;0.0;0.0;0.0;89.0
cost;noun;a1;a1;1.0;6.0;17.0;21.0;3.0;0.0;3.0;3.0;6.0;4.0;4.0;17.0;1.0;4.0;89.0
elves;;;;;0.0;;;;3.0;0.0;43.0;16.0;13.0;14.0;0.0;0.0;0.0;89.0
speed;noun;a2;a2;1.0;4.0;8.0;10.0;6.0;11.0;8.0;13.0;8.0;5.0;7.0;7.0;1.0;1.0;89.0
traveling;;;;;4.0;5.0;4.0;0.0;2.0;4.0;6.0;12.0;11.0;20.0;21.0;0.0;0.0;89.0
beds;;;;;4.0;10.0;21.0;2.0;7.0;7.0;8.0;14.0;5.0;2.0;9.0;0.0;0.0;89.0
candles;;;;;4.0;16.0;12.0;3.0;13.0;5.0;5.0;11.0;2.0;1.0;17.0;0.0;0.0;89.0
irri;;;;;46.0;10.0;33.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;89.0
blowing;;;;;4.0;12.0;41.0;2.0;2.0;5.0;4.0;9.0;3.0;1.0;6.0;0.0;0.0;89.0
mass;adjective;b2;b2;2.0;8.0;5.0;3.0;0.0;2.0;3.0;8.0;15.0;15.0;14.0;11.0;5.0;0.0;89.0
necessary;adjective;a2;a2;1.0;3.0;2.0;9.0;1.0;2.0;2.0;3.0;7.0;7.0;7.0;15.0;0.0;31.0;89.0
shivering;;;;;15.0;9.0;20.0;1.0;6.0;3.0;9.0;7.0;3.0;11.0;5.0;0.0;0.0;89.0
bother;verb;b1;b1;2.0;3.0;7.0;13.0;3.0;3.0;4.0;11.0;13.0;4.0;6.0;19.0;3.0;0.0;89.0
jar;;;;;3.0;9.0;2.0;2.0;1.0;4.0;12.0;19.0;1.0;2.0;2.0;32.0;0.0;89.0
knocking;;;;;9.0;7.0;9.0;8.0;8.0;6.0;4.0;9.0;10.0;7.0;12.0;0.0;0.0;89.0
clenched;;;;;8.0;11.0;13.0;2.0;5.0;9.0;2.0;17.0;5.0;2.0;13.0;2.0;0.0;89.0
earlier;;;;;2.0;8.0;10.0;3.0;2.0;3.0;5.0;13.0;6.0;9.0;23.0;1.0;3.0;88.0
midair;;;;;0.0;;;7.0;7.0;12.0;10.0;18.0;13.0;21.0;0.0;0.0;0.0;88.0
report;noun;a1;a1;1.0;3.0;5.0;10.0;4.0;5.0;3.0;14.0;17.0;3.0;2.0;5.0;0.0;17.0;88.0
instantly;adverb;-1;b2;2.0;1.0;1.0;1.0;1.0;3.0;3.0;15.0;7.0;12.0;10.0;3.0;0.0;31.0;88.0
effect;noun;a2;a2;1.0;0.0;2.0;4.0;1.0;7.0;6.0;11.0;10.0;11.0;8.0;10.0;0.0;18.0;88.0
keeper;;;;;1.0;4.0;4.0;11.0;1.0;19.0;5.0;21.0;17.0;5.0;0.0;0.0;0.0;88.0
eighteen;number;a1;a1;1.0;11.0;7.0;9.0;0.0;2.0;5.0;16.0;11.0;18.0;0.0;9.0;0.0;0.0;88.0
platform;noun;a2;a2;1.0;7.0;1.0;3.0;20.0;6.0;9.0;9.0;11.0;6.0;16.0;0.0;0.0;0.0;88.0
suspected;;;;;7.0;13.0;11.0;4.0;2.0;6.0;7.0;8.0;7.0;7.0;7.0;0.0;9.0;88.0
prefect;;;;;0.0;;;10.0;18.0;0.0;4.0;46.0;8.0;2.0;0.0;0.0;0.0;88.0
longbourn;;;;;0.0;;;;;;;;;;;;88.0;88.0
quaffle;;;;;0.0;;;19.0;2.0;12.0;12.0;35.0;7.0;1.0;0.0;0.0;0.0;88.0
alike;adjective;-1;c1;3.0;22.0;32.0;23.0;0.0;2.0;0.0;0.0;0.0;2.0;5.0;0.0;0.0;2.0;88.0
loss;noun;b1;b1;2.0;7.0;7.0;2.0;1.0;1.0;2.0;3.0;9.0;14.0;11.0;13.0;1.0;17.0;88.0
grunted;;;;;13.0;6.0;10.0;7.0;4.0;2.0;4.0;16.0;4.0;9.0;13.0;0.0;0.0;88.0
taller;;;;;17.0;9.0;15.0;2.0;3.0;2.0;4.0;5.0;2.0;7.0;20.0;1.0;1.0;88.0
glared;;;;;11.0;1.0;2.0;4.0;0.0;3.0;3.0;29.0;6.0;10.0;17.0;2.0;0.0;88.0
nodding;;;;;6.0;2.0;1.0;4.0;7.0;7.0;11.0;17.0;8.0;11.0;10.0;3.0;0.0;87.0
letting;;;;;6.0;6.0;7.0;2.0;3.0;4.0;7.0;13.0;7.0;2.0;21.0;4.0;5.0;87.0
